time,species,N,alpha_PP
15,Perennial adult susceptible biomass,0.10680456983141084,2.63356721948172e-4
16,Perennial adult susceptible biomass,0.10680426629915019,2.63356721948172e-4
17,Perennial adult susceptible biomass,0.10680455400620303,2.63356721948172e-4
18,Perennial adult susceptible biomass,0.1068045534709654,2.63356721948172e-4
19,Perennial adult susceptible biomass,0.1068045868498757,2.63356721948172e-4
20,Perennial adult susceptible biomass,0.10680443507499149,2.63356721948172e-4
21,Perennial adult susceptible biomass,0.10680436474922317,2.63356721948172e-4
22,Perennial adult susceptible biomass,0.10680448585662816,2.63356721948172e-4
23,Perennial adult susceptible biomass,0.10680440131091018,2.63356721948172e-4
24,Perennial adult susceptible biomass,0.10680448948778576,2.63356721948172e-4
25,Perennial adult susceptible biomass,0.10680454821226704,2.63356721948172e-4
26,Perennial adult susceptible biomass,0.10680437934365727,2.63356721948172e-4
27,Perennial adult susceptible biomass,0.10680441692738896,2.63356721948172e-4
28,Perennial adult susceptible biomass,0.10680444037575398,2.63356721948172e-4
29,Perennial adult susceptible biomass,0.10680446504011343,2.63356721948172e-4
30,Perennial adult susceptible biomass,0.10680434442156184,2.63356721948172e-4
31,Perennial adult susceptible biomass,0.10680434090841118,2.63356721948172e-4
32,Perennial adult susceptible biomass,0.10680450479958381,2.63356721948172e-4
33,Perennial adult susceptible biomass,0.10680434639743908,2.63356721948172e-4
34,Perennial adult susceptible biomass,0.10680442218676944,2.63356721948172e-4
35,Perennial adult susceptible biomass,0.10680444057675231,2.63356721948172e-4
36,Perennial adult susceptible biomass,0.10680455398937738,2.63356721948172e-4
37,Perennial adult susceptible biomass,0.1068045634272039,2.63356721948172e-4
38,Perennial adult susceptible biomass,0.10680439814564124,2.63356721948172e-4
39,Perennial adult susceptible biomass,0.10680456255067838,2.63356721948172e-4
40,Perennial adult susceptible biomass,0.10680441512340622,2.63356721948172e-4
41,Perennial adult susceptible biomass,0.10680436349844058,2.63356721948172e-4
42,Perennial adult susceptible biomass,0.10680448995231018,2.63356721948172e-4
43,Perennial adult susceptible biomass,0.1068043248808408,2.63356721948172e-4
44,Perennial adult susceptible biomass,0.10680449600499742,2.63356721948172e-4
45,Perennial adult susceptible biomass,0.10680458622414335,2.63356721948172e-4
46,Perennial adult susceptible biomass,0.10680436198185816,2.63356721948172e-4
47,Perennial adult susceptible biomass,0.10680445941625294,2.63356721948172e-4
48,Perennial adult susceptible biomass,0.1068045519257339,2.63356721948172e-4
49,Perennial adult susceptible biomass,0.10680446280343858,2.63356721948172e-4
50,Perennial adult susceptible biomass,0.1068046057941956,2.63356721948172e-4
1,Annual infected biomass,499.31122336951796,2.63356721948172e-4
2,Annual infected biomass,497.2930631919435,2.63356721948172e-4
3,Annual infected biomass,495.90845127150243,2.63356721948172e-4
4,Annual infected biomass,495.18758248024363,2.63356721948172e-4
5,Annual infected biomass,494.9040723883346,2.63356721948172e-4
6,Annual infected biomass,494.80970897222306,2.63356721948172e-4
7,Annual infected biomass,494.78256767603085,2.63356721948172e-4
8,Annual infected biomass,494.77600705335567,2.63356721948172e-4
9,Annual infected biomass,494.7748509878396,2.63356721948172e-4
10,Annual infected biomass,494.77482272593625,2.63356721948172e-4
11,Annual infected biomass,494.7749201751629,2.63356721948172e-4
12,Annual infected biomass,494.77497984023836,2.63356721948172e-4
13,Annual infected biomass,494.7750050535781,2.63356721948172e-4
14,Annual infected biomass,494.7750138928811,2.63356721948172e-4
15,Annual infected biomass,494.7750165640828,2.63356721948172e-4
16,Annual infected biomass,494.77501724906864,2.63356721948172e-4
17,Annual infected biomass,494.77501739059886,2.63356721948172e-4
18,Annual infected biomass,494.7750174035652,2.63356721948172e-4
19,Annual infected biomass,494.7750173981895,2.63356721948172e-4
20,Annual infected biomass,494.7750173904642,2.63356721948172e-4
21,Annual infected biomass,494.77501738746196,2.63356721948172e-4
22,Annual infected biomass,494.77501738821036,2.63356721948172e-4
23,Annual infected biomass,494.77501738683844,2.63356721948172e-4
24,Annual infected biomass,494.7750173879697,2.63356721948172e-4
25,Annual infected biomass,494.7750173891319,2.63356721948172e-4
26,Annual infected biomass,494.77501738651415,2.63356721948172e-4
27,Annual infected biomass,494.7750173868513,2.63356721948172e-4
28,Annual infected biomass,494.7750173871939,2.63356721948172e-4
29,Annual infected biomass,494.7750173875444,2.63356721948172e-4
30,Annual infected biomass,494.7750173862472,2.63356721948172e-4
31,Annual infected biomass,494.7750173862338,2.63356721948172e-4
32,Annual infected biomass,494.7750173882552,2.63356721948172e-4
33,Annual infected biomass,494.7750173862982,2.63356721948172e-4
34,Annual infected biomass,494.7750173869654,2.63356721948172e-4
35,Annual infected biomass,494.7750173872127,2.63356721948172e-4
36,Annual infected biomass,494.77501738924855,2.63356721948172e-4
37,Annual infected biomass,494.77501738946074,2.63356721948172e-4
38,Annual infected biomass,494.77501738666183,2.63356721948172e-4
39,Annual infected biomass,494.7750173893433,2.63356721948172e-4
40,Annual infected biomass,494.77501738686846,2.63356721948172e-4
41,Annual infected biomass,494.7750173863662,2.63356721948172e-4
42,Annual infected biomass,494.7750173879962,2.63356721948172e-4
43,Annual infected biomass,494.77501738616854,2.63356721948172e-4
44,Annual infected biomass,494.77501738808064,2.63356721948172e-4
45,Annual infected biomass,494.7750173900275,2.63356721948172e-4
46,Annual infected biomass,494.775017386422,2.63356721948172e-4
47,Annual infected biomass,494.77501738742984,2.63356721948172e-4
48,Annual infected biomass,494.7750173892066,2.63356721948172e-4
49,Annual infected biomass,494.7750173875054,2.63356721948172e-4
50,Annual infected biomass,494.7750173904009,2.63356721948172e-4
1,Perennial first-year infected biomass,134.41063508002773,2.63356721948172e-4
2,Perennial first-year infected biomass,138.93226669272582,2.63356721948172e-4
3,Perennial first-year infected biomass,144.33577042772998,2.63356721948172e-4
4,Perennial first-year infected biomass,145.03534651346584,2.63356721948172e-4
5,Perennial first-year infected biomass,144.79423536450574,2.63356721948172e-4
6,Perennial first-year infected biomass,144.57327033925154,2.63356721948172e-4
7,Perennial first-year infected biomass,144.46889086730982,2.63356721948172e-4
8,Perennial first-year infected biomass,144.42983297028937,2.63356721948172e-4
9,Perennial first-year infected biomass,144.41731915240837,2.63356721948172e-4
10,Perennial first-year infected biomass,144.41386271117364,2.63356721948172e-4
11,Perennial first-year infected biomass,144.413078454006,2.63356721948172e-4
12,Perennial first-year infected biomass,144.41296138819877,2.63356721948172e-4
13,Perennial first-year infected biomass,144.41297038073932,2.63356721948172e-4
14,Perennial first-year infected biomass,144.41298715527168,2.63356721948172e-4
15,Perennial first-year infected biomass,144.41299606680542,2.63356721948172e-4
16,Perennial first-year infected biomass,144.41299962867603,2.63356721948172e-4
17,Perennial first-year infected biomass,144.41300080401143,2.63356721948172e-4
18,Perennial first-year infected biomass,144.41300115001366,2.63356721948172e-4
19,Perennial first-year infected biomass,144.41300123299465,2.63356721948172e-4
20,Perennial first-year infected biomass,144.41300125621711,2.63356721948172e-4
21,Perennial first-year infected biomass,144.4130012602183,2.63356721948172e-4
22,Perennial first-year infected biomass,144.41300125249518,2.63356721948172e-4
23,Perennial first-year infected biomass,144.41300125625452,2.63356721948172e-4
24,Perennial first-year infected biomass,144.4130012512413,2.63356721948172e-4
25,Perennial first-year infected biomass,144.41300124805935,2.63356721948172e-4
26,Perennial first-year infected biomass,144.41300125712945,2.63356721948172e-4
27,Perennial first-year infected biomass,144.41300125502713,2.63356721948172e-4
28,Perennial first-year infected biomass,144.41300125349264,2.63356721948172e-4
29,Perennial first-year infected biomass,144.41300125225405,2.63356721948172e-4
30,Perennial first-year infected biomass,144.41300125878305,2.63356721948172e-4
31,Perennial first-year infected biomass,144.413001258918,2.63356721948172e-4
32,Perennial first-year infected biomass,144.41300124991528,2.63356721948172e-4
33,Perennial first-year infected biomass,144.41300125870396,2.63356721948172e-4
34,Perennial first-year infected biomass,144.41300125461098,2.63356721948172e-4
35,Perennial first-year infected biomass,144.41300125368903,2.63356721948172e-4
36,Perennial first-year infected biomass,144.41300124761273,2.63356721948172e-4
37,Perennial first-year infected biomass,144.413001247403,2.63356721948172e-4
38,Perennial first-year infected biomass,144.41300125626438,2.63356721948172e-4
39,Perennial first-year infected biomass,144.41300124727954,2.63356721948172e-4
40,Perennial first-year infected biomass,144.41300125523256,2.63356721948172e-4
41,Perennial first-year infected biomass,144.41300125778398,2.63356721948172e-4
42,Perennial first-year infected biomass,144.4130012510034,2.63356721948172e-4
43,Perennial first-year infected biomass,144.41300125988002,2.63356721948172e-4
44,Perennial first-year infected biomass,144.41300125058103,2.63356721948172e-4
45,Perennial first-year infected biomass,144.4130012458645,2.63356721948172e-4
46,Perennial first-year infected biomass,144.41300125813805,2.63356721948172e-4
47,Perennial first-year infected biomass,144.4130012527712,2.63356721948172e-4
48,Perennial first-year infected biomass,144.4130012476796,2.63356721948172e-4
49,Perennial first-year infected biomass,144.41300125287643,2.63356721948172e-4
50,Perennial first-year infected biomass,144.41300124507882,2.63356721948172e-4
1,Perennial adult infected biomass,1432.1347630971645,2.63356721948172e-4
2,Perennial adult infected biomass,1878.5455634844739,2.63356721948172e-4
3,Perennial adult infected biomass,1952.7724725968587,2.63356721948172e-4
4,Perennial adult infected biomass,1949.7220323568085,2.63356721948172e-4
5,Perennial adult infected biomass,1941.264009129588,2.63356721948172e-4
6,Perennial adult infected biomass,1936.6843660072793,2.63356721948172e-4
7,Perennial adult infected biomass,1934.8409704037228,2.63356721948172e-4
8,Perennial adult infected biomass,1934.2150034555805,2.63356721948172e-4
9,Perennial adult infected biomass,1934.03115634631,2.63356721948172e-4
10,Perennial adult infected biomass,1933.985538347736,2.63356721948172e-4
11,Perennial adult infected biomass,1933.977034929761,2.63356721948172e-4
12,Perennial adult infected biomass,1933.9765686596227,2.63356721948172e-4
13,Perennial adult infected biomass,1933.977134920804,2.63356721948172e-4
14,Perennial adult infected biomass,1933.9775112193786,2.63356721948172e-4
15,Perennial adult infected biomass,1933.9776751263007,2.63356721948172e-4
16,Perennial adult infected biomass,1933.9777338540457,2.63356721948172e-4
17,Perennial adult infected biomass,1933.977751671103,2.63356721948172e-4
18,Perennial adult infected biomass,1933.9777564347346,2.63356721948172e-4
19,Perennial adult infected biomass,1933.9777574093594,2.63356721948172e-4
20,Perennial adult infected biomass,1933.9777576175265,2.63356721948172e-4
21,Perennial adult infected biomass,1933.9777576173979,2.63356721948172e-4
22,Perennial adult infected biomass,1933.9777575057763,2.63356721948172e-4
23,Perennial adult infected biomass,1933.9777575519013,2.63356721948172e-4
24,Perennial adult infected biomass,1933.9777574877069,2.63356721948172e-4
25,Perennial adult infected biomass,1933.9777574555587,2.63356721948172e-4
26,Perennial adult infected biomass,1933.977757564029,2.63356721948172e-4
27,Perennial adult infected biomass,1933.9777575285993,2.63356721948172e-4
28,Perennial adult infected biomass,1933.977757516341,2.63356721948172e-4
29,Perennial adult infected biomass,1933.9777575036874,2.63356721948172e-4
30,Perennial adult infected biomass,1933.977757579497,2.63356721948172e-4
31,Perennial adult infected biomass,1933.977757571846,2.63356721948172e-4
32,Perennial adult infected biomass,1933.9777574710295,2.63356721948172e-4
33,Perennial adult infected biomass,1933.9777575800754,2.63356721948172e-4
34,Perennial adult infected biomass,1933.9777575232404,2.63356721948172e-4
35,Perennial adult infected biomass,1933.9777575159733,2.63356721948172e-4
36,Perennial adult infected biomass,1933.977757448725,2.63356721948172e-4
37,Perennial adult infected biomass,1933.9777574507314,2.63356721948172e-4
38,Perennial adult infected biomass,1933.9777575540566,2.63356721948172e-4
39,Perennial adult infected biomass,1933.9777574405023,2.63356721948172e-4
40,Perennial adult infected biomass,1933.977757541619,2.63356721948172e-4
41,Perennial adult infected biomass,1933.977757563969,2.63356721948172e-4
42,Perennial adult infected biomass,1933.9777574808866,2.63356721948172e-4
43,Perennial adult infected biomass,1933.9777575915875,2.63356721948172e-4
44,Perennial adult infected biomass,1933.9777574758937,2.63356721948172e-4
45,Perennial adult infected biomass,1933.9777574315917,2.63356721948172e-4
46,Perennial adult infected biomass,1933.977757577079,2.63356721948172e-4
47,Perennial adult infected biomass,1933.9777575015107,2.63356721948172e-4
48,Perennial adult infected biomass,1933.977757450112,2.63356721948172e-4
49,Perennial adult infected biomass,1933.977757512256,2.63356721948172e-4
50,Perennial adult infected biomass,1933.9777574187383,2.63356721948172e-4
1,Conidia,5500,2.63356721948172e-4
2,Conidia,65908.14196898359,2.63356721948172e-4
3,Conidia,80648.61643488254,2.63356721948172e-4
4,Conidia,83230.66885590141,2.63356721948172e-4
5,Conidia,83124.9071236167,2.63356721948172e-4
6,Conidia,82825.94317610803,2.63356721948172e-4
7,Conidia,82663.4220795741,2.63356721948172e-4
8,Conidia,82597.92201011811,2.63356721948172e-4
9,Conidia,82575.66440733685,2.63356721948172e-4
10,Conidia,82569.1228203897,2.63356721948172e-4
11,Conidia,82567.49806638208,2.63356721948172e-4
12,Conidia,82567.19455838665,2.63356721948172e-4
13,Conidia,82567.1775727353,2.63356721948172e-4
14,Conidia,82567.19758363548,2.63356721948172e-4
15,Conidia,82567.21093138223,2.63356721948172e-4
16,Conidia,82567.21675284111,2.63356721948172e-4
17,Conidia,82567.21884069408,2.63356721948172e-4
18,Conidia,82567.21947417514,2.63356721948172e-4
19,Conidia,82567.21964373495,2.63356721948172e-4
20,Conidia,82567.21967847215,2.63356721948172e-4
21,Conidia,82567.21968603293,2.63356721948172e-4
22,Conidia,82567.21968613677,2.63356721948172e-4
23,Conidia,82567.21968205602,2.63356721948172e-4
24,Conidia,82567.2196837664,2.63356721948172e-4
25,Conidia,82567.21968140274,2.63356721948172e-4
26,Conidia,82567.21968020016,2.63356721948172e-4
27,Conidia,82567.21968421337,2.63356721948172e-4
28,Conidia,82567.21968293416,2.63356721948172e-4
29,Conidia,82567.21968246046,2.63356721948172e-4
30,Conidia,82567.21968198175,2.63356721948172e-4
31,Conidia,82567.21968481486,2.63356721948172e-4
32,Conidia,82567.21968456938,2.63356721948172e-4
33,Conidia,82567.21968079753,2.63356721948172e-4
34,Conidia,82567.21968483085,2.63356721948172e-4
35,Conidia,82567.21968274041,2.63356721948172e-4
36,Conidia,82567.21968245496,2.63356721948172e-4
37,Conidia,82567.21967995586,2.63356721948172e-4
38,Conidia,82567.21968001111,2.63356721948172e-4
39,Conidia,82567.21968383582,2.63356721948172e-4
40,Conidia,82567.21967966456,2.63356721948172e-4
41,Conidia,82567.21968337576,2.63356721948172e-4
