time,species,N,virulence,transmission
43,Perennial adult infected biomass,8.122033370100356e-13,0.02001,0.038
44,Perennial adult infected biomass,4.086396147034851e-13,0.02001,0.038
45,Perennial adult infected biomass,2.0559670756802852e-13,0.02001,0.038
46,Perennial adult infected biomass,1.0344079234824557e-13,0.02001,0.038
47,Perennial adult infected biomass,5.204362220563891e-14,0.02001,0.038
48,Perennial adult infected biomass,2.618443379068329e-14,0.02001,0.038
49,Perennial adult infected biomass,1.3174036242605543e-14,0.02001,0.038
50,Perennial adult infected biomass,6.6281833896314526e-15,0.02001,0.038
51,Perennial adult infected biomass,3.3348029275893783e-15,0.02001,0.038
52,Perennial adult infected biomass,1.6778217825137137e-15,0.02001,0.038
53,Perennial adult infected biomass,8.441536045066301e-16,0.02001,0.038
54,Perennial adult infected biomass,4.2471453779638473e-16,0.02001,0.038
55,Perennial adult infected biomass,2.1368437742365792e-16,0.02001,0.038
56,Perennial adult infected biomass,1.0750988915448745e-16,0.02001,0.038
57,Perennial adult infected biomass,5.4090880868466e-17,0.02001,0.038
58,Perennial adult infected biomass,2.7214458144314687e-17,0.02001,0.038
59,Perennial adult infected biomass,1.369226599413926e-17,0.02001,0.038
60,Perennial adult infected biomass,6.888917143937005e-18,0.02001,0.038
61,Perennial adult infected biomass,3.4659843196098415e-18,0.02001,0.038
62,Perennial adult infected biomass,1.7438222889171684e-18,0.02001,0.038
63,Perennial adult infected biomass,8.773600470406763e-19,0.02001,0.038
64,Perennial adult infected biomass,4.414214996624631e-19,0.02001,0.038
65,Perennial adult infected biomass,2.2209005357328856e-19,0.02001,0.038
66,Perennial adult infected biomass,1.1173898828029815e-19,0.02001,0.038
67,Perennial adult infected biomass,5.621864317464716e-20,0.02001,0.038
68,Perennial adult infected biomass,2.828498702828008e-20,0.02001,0.038
69,Perennial adult infected biomass,1.4230875107401815e-20,0.02001,0.038
70,Perennial adult infected biomass,7.159904502758663e-21,0.02001,0.038
71,Perennial adult infected biomass,3.602324665460945e-21,0.02001,0.038
72,Perennial adult infected biomass,1.8124184438964423e-21,0.02001,0.038
73,Perennial adult infected biomass,9.118724481168846e-22,0.02001,0.038
74,Perennial adult infected biomass,4.587855323760713e-22,0.02001,0.038
75,Perennial adult infected biomass,2.3082632327546374e-22,0.02001,0.038
76,Perennial adult infected biomass,1.161344194737447e-22,0.02001,0.038
77,Perennial adult infected biomass,5.843009230159963e-23,0.02001,0.038
78,Perennial adult infected biomass,2.9397621300383176e-23,0.02001,0.038
79,Perennial adult infected biomass,1.4790668702452948e-23,0.02001,0.038
80,Perennial adult infected biomass,7.441550399058725e-24,0.02001,0.038
81,Perennial adult infected biomass,3.744027631334025e-24,0.02001,0.038
82,Perennial adult infected biomass,1.8837126868277194e-24,0.02001,0.038
83,Perennial adult infected biomass,9.477423336871283e-25,0.02001,0.038
84,Perennial adult infected biomass,4.768325535663898e-25,0.02001,0.038
85,Perennial adult infected biomass,2.3990622341378627e-25,0.02001,0.038
86,Perennial adult infected biomass,1.2070274057407089e-25,0.02001,0.038
87,Perennial adult infected biomass,6.07285270454111e-26,0.02001,0.038
88,Perennial adult infected biomass,3.0554020384097833e-26,0.02001,0.038
89,Perennial adult infected biomass,1.53724815465916e-26,0.02001,0.038
90,Perennial adult infected biomass,7.734274765354723e-27,0.02001,0.038
91,Perennial adult infected biomass,3.891304468315344e-27,0.02001,0.038
92,Perennial adult infected biomass,1.9578112907979514e-27,0.02001,0.038
93,Perennial adult infected biomass,9.85023166602317e-28,0.02001,0.038
94,Perennial adult infected biomass,4.955894590673706e-28,0.02001,0.038
95,Perennial adult infected biomass,2.4934328473119115e-28,0.02001,0.038
96,Perennial adult infected biomass,1.254507586741131e-28,0.02001,0.038
97,Perennial adult infected biomass,6.31173719663188e-29,0.02001,0.038
98,Perennial adult infected biomass,3.175590714256833e-29,0.02001,0.038
99,Perennial adult infected biomass,1.5977180400771893e-29,0.02001,0.038
100,Perennial adult infected biomass,8.038513665671661e-30,0.02001,0.038
1,Susceptible annual,3196.8067516974156,0.02001,0.076
2,Susceptible annual,1256.3013364937703,0.02001,0.076
3,Susceptible annual,775.1061096626323,0.02001,0.076
4,Susceptible annual,869.81657006821,0.02001,0.076
5,Susceptible annual,899.0549233849058,0.02001,0.076
6,Susceptible annual,883.4772379424561,0.02001,0.076
7,Susceptible annual,880.9523141747744,0.02001,0.076
8,Susceptible annual,883.0680560084373,0.02001,0.076
9,Susceptible annual,883.1919639927122,0.02001,0.076
10,Susceptible annual,882.8992089852729,0.02001,0.076
11,Susceptible annual,882.8933063261516,0.02001,0.076
12,Susceptible annual,882.9173054564488,0.02001,0.076
13,Susceptible annual,882.9039416409693,0.02001,0.076
14,Susceptible annual,882.8909699821205,0.02001,0.076
15,Susceptible annual,882.883630936171,0.02001,0.076
16,Susceptible annual,882.8766591991749,0.02001,0.076
17,Susceptible annual,882.8697542441074,0.02001,0.076
18,Susceptible annual,882.8635325421598,0.02001,0.076
19,Susceptible annual,882.8579165902407,0.02001,0.076
20,Susceptible annual,882.8527766097427,0.02001,0.076
21,Susceptible annual,882.8480795517072,0.02001,0.076
22,Susceptible annual,882.8437956248508,0.02001,0.076
23,Susceptible annual,882.8398868779266,0.02001,0.076
24,Susceptible annual,882.8363195250696,0.02001,0.076
25,Susceptible annual,882.8330640207162,0.02001,0.076
26,Susceptible annual,882.8300931916193,0.02001,0.076
27,Susceptible annual,882.8273820976242,0.02001,0.076
28,Susceptible annual,882.8249080187977,0.02001,0.076
29,Susceptible annual,882.8226502373883,0.02001,0.076
30,Susceptible annual,882.8205898415606,0.02001,0.076
31,Susceptible annual,882.8187095721242,0.02001,0.076
32,Susceptible annual,882.8169936801465,0.02001,0.076
33,Susceptible annual,882.81542779406,0.02001,0.076
34,Susceptible annual,882.813998798934,0.02001,0.076
35,Susceptible annual,882.8126947266601,0.02001,0.076
36,Susceptible annual,882.8115046556541,0.02001,0.076
37,Susceptible annual,882.8104186193085,0.02001,0.076
38,Susceptible annual,882.8094275224674,0.02001,0.076
39,Susceptible annual,882.8085230651988,0.02001,0.076
40,Susceptible annual,882.807697673262,0.02001,0.076
41,Susceptible annual,882.8069444346432,0.02001,0.076
42,Susceptible annual,882.8062570416396,0.02001,0.076
43,Susceptible annual,882.8056297380177,0.02001,0.076
44,Susceptible annual,882.8050572707929,0.02001,0.076
45,Susceptible annual,882.8045348462289,0.02001,0.076
46,Susceptible annual,882.8040580896766,0.02001,0.076
47,Susceptible annual,882.8036230089325,0.02001,0.076
48,Susceptible annual,882.8032259608084,0.02001,0.076
49,Susceptible annual,882.8028636205953,0.02001,0.076
50,Susceptible annual,882.8025329542457,0.02001,0.076
51,Susceptible annual,882.8022311929461,0.02001,0.076
52,Susceptible annual,882.8019558099325,0.02001,0.076
53,Susceptible annual,882.8017044993228,0.02001,0.076
54,Susceptible annual,882.8014751568144,0.02001,0.076
55,Susceptible annual,882.8012658620664,0.02001,0.076
56,Susceptible annual,882.8010748625948,0.02001,0.076
57,Susceptible annual,882.8009005591153,0.02001,0.076
58,Susceptible annual,882.8007414921681,0.02001,0.076
59,Susceptible annual,882.8005963298451,0.02001,0.076
60,Susceptible annual,882.8004638566822,0.02001,0.076
61,Susceptible annual,882.8003429634753,0.02001,0.076
62,Susceptible annual,882.8002326379607,0.02001,0.076
63,Susceptible annual,882.8001319563849,0.02001,0.076
64,Susceptible annual,882.8000400757224,0.02001,0.076
65,Susceptible annual,882.7999562266599,0.02001,0.076
66,Susceptible annual,882.7998797071195,0.02001,0.076
67,Susceptible annual,882.7998098764,0.02001,0.076
68,Susceptible annual,882.7997461498124,0.02001,0.076
69,Susceptible annual,882.7996879937697,0.02001,0.076
70,Susceptible annual,882.7996349213349,0.02001,0.076
71,Susceptible annual,882.7995864881219,0.02001,0.076
72,Susceptible annual,882.7995422886117,0.02001,0.076
73,Susceptible annual,882.7995019527174,0.02001,0.076
74,Susceptible annual,882.7994651427106,0.02001,0.076
75,Susceptible annual,882.7994315503781,0.02001,0.076
76,Susceptible annual,882.7994008944509,0.02001,0.076
77,Susceptible annual,882.7993729182554,0.02001,0.076
78,Susceptible annual,882.7993473875422,0.02001,0.076
79,Susceptible annual,882.7993240885482,0.02001,0.076
80,Susceptible annual,882.7993028261873,0.02001,0.076
81,Susceptible annual,882.7992834224294,0.02001,0.076
82,Susceptible annual,882.7992657148164,0.02001,0.076
83,Susceptible annual,882.7992495550802,0.02001,0.076
84,Susceptible annual,882.7992348079123,0.02001,0.076
85,Susceptible annual,882.7992213498363,0.02001,0.076
86,Susceptible annual,882.7992090681703,0.02001,0.076
87,Susceptible annual,882.799197860081,0.02001,0.076
88,Susceptible annual,882.7991876317259,0.02001,0.076
89,Susceptible annual,882.7991782974616,0.02001,0.076
90,Susceptible annual,882.7991697791302,0.02001,0.076
91,Susceptible annual,882.7991620054136,0.02001,0.076
92,Susceptible annual,882.7991549112205,0.02001,0.076
93,Susceptible annual,882.7991484371504,0.02001,0.076
94,Susceptible annual,882.7991425289961,0.02001,0.076
95,Susceptible annual,882.7991371372917,0.02001,0.076
96,Susceptible annual,882.7991322168937,0.02001,0.076
97,Susceptible annual,882.7991277265966,0.02001,0.076
98,Susceptible annual,882.7991236288165,0.02001,0.076
99,Susceptible annual,882.7991198892342,0.02001,0.076
100,Susceptible annual,882.7991164765374,0.02001,0.076
1,Infected annual,1.1476725879568983e-40,0.02001,0.076
2,Infected annual,461.0035524073855,0.02001,0.076
3,Infected annual,289.4564312652062,0.02001,0.076
4,Infected annual,248.46414809555387,0.02001,0.076
5,Infected annual,264.3896748303804,0.02001,0.076
6,Infected annual,267.98357734637096,0.02001,0.076
7,Infected annual,265.5782359763834,0.02001,0.076
8,Infected annual,265.3080121139853,0.02001,0.076
9,Infected annual,265.6168099572814,0.02001,0.076
10,Infected annual,265.61210892408207,0.02001,0.076
11,Infected annual,265.56172252626135,0.02001,0.076
12,Infected annual,265.555589352072,0.02001,0.076
13,Infected annual,265.5524905758309,0.02001,0.076
14,Infected annual,265.54444662481563,0.02001,0.076
15,Infected annual,265.5372234018015,0.02001,0.076
16,Infected annual,265.53127779944873,0.02001,0.076
17,Infected annual,265.5257837616437,0.02001,0.076
18,Infected annual,265.520694425303,0.02001,0.076
19,Infected annual,265.51606484427055,0.02001,0.076
20,Infected annual,265.5118482687629,0.02001,0.076
21,Infected annual,265.50799775875413,0.02001,0.076
22,Infected annual,265.504483029987,0.02001,0.076
23,Infected annual,265.5012759461988,0.02001,0.076
24,Infected annual,265.4983492941778,0.02001,0.076
25,Infected annual,265.4956784301862,0.02001,0.076
26,Infected annual,265.4932410428229,0.02001,0.076
27,Infected annual,265.49101673283644,0.02001,0.076
28,Infected annual,265.4889868653532,0.02001,0.076
29,Infected annual,265.4871344411787,0.02001,0.076
30,Infected annual,265.4854439491946,0.02001,0.076
31,Infected annual,265.48390123340573,0.02001,0.076
32,Infected annual,265.4824933752544,0.02001,0.076
33,Infected annual,265.48120858571366,0.02001,0.076
34,Infected annual,265.48003610640205,0.02001,0.076
35,Infected annual,265.47896611944384,0.02001,0.076
36,Infected annual,265.47798966525886,0.02001,0.076
37,Infected annual,265.47709856752095,0.02001,0.076
38,Infected annual,265.4762853646822,0.02001,0.076
39,Infected annual,265.4755432474792,0.02001,0.076
40,Infected annual,265.47486600190405,0.02001,0.076
41,Infected annual,265.47424795717154,0.02001,0.076
42,Infected annual,265.4736839382212,0.02001,0.076
43,Infected annual,265.47316922238633,0.02001,0.076
44,Infected annual,265.4726994998391,0.02001,0.076
45,Infected annual,265.4722708375055,0.02001,0.076
46,Infected annual,265.4718796461254,0.02001,0.076
47,Infected annual,265.47152265019565,0.02001,0.076
48,Infected annual,265.4711968605489,0.02001,0.076
49,Infected annual,265.4708995493122,0.02001,0.076
50,Infected annual,265.4706282270724,0.02001,0.076
51,Infected annual,265.4703806220293,0.02001,0.076
52,Infected annual,265.4701546609715,0.02001,0.076
53,Infected annual,265.4699484519167,0.02001,0.076
54,Infected annual,265.46976026826957,0.02001,0.076
55,Infected annual,265.46958853436433,0.02001,0.076
56,Infected annual,265.46943181227084,0.02001,0.076
57,Infected annual,265.4692887897509,0.02001,0.076
58,Infected annual,265.4691582692824,0.02001,0.076
59,Infected annual,265.4690391580164,0.02001,0.076
60,Infected annual,265.46893045863493,0.02001,0.076
61,Infected annual,265.46883126100346,0.02001,0.076
62,Infected annual,265.46874073454075,0.02001,0.076
63,Infected annual,265.4686581212733,0.02001,0.076
64,Infected annual,265.4685827294826,0.02001,0.076
65,Infected annual,265.468513927917,0.02001,0.076
66,Infected annual,265.46845114050313,0.02001,0.076
67,Infected annual,265.4683938415245,0.02001,0.076
68,Infected annual,265.46834155122156,0.02001,0.076
69,Infected annual,265.46829383177,0.02001,0.076
70,Infected annual,265.46825028361974,0.02001,0.076
71,Infected annual,265.4682105421407,0.02001,0.076
72,Infected annual,265.468174274581,0.02001,0.076
73,Infected annual,265.4681411772776,0.02001,0.076
74,Infected annual,265.4681109731067,0.02001,0.076
75,Infected annual,265.468083409171,0.02001,0.076
76,Infected annual,265.4680582546802,0.02001,0.076
77,Infected annual,265.4680352990169,0.02001,0.076
78,Infected annual,265.4680143499759,0.02001,0.076
79,Infected annual,265.4679952321514,0.02001,0.076
80,Infected annual,265.46797778547204,0.02001,0.076
81,Infected annual,265.4679618638571,0.02001,0.076
82,Infected annual,265.4679473339971,0.02001,0.076
83,Infected annual,265.4679340742353,0.02001,0.076
84,Infected annual,265.46792197354813,0.02001,0.076
85,Infected annual,265.46791093061637,0.02001,0.076
86,Infected annual,265.4679008529794,0.02001,0.076
87,Infected annual,265.46789165625756,0.02001,0.076
88,Infected annual,265.4678832634478,0.02001,0.076
89,Infected annual,265.4678756042794,0.02001,0.076
90,Infected annual,265.46786861462,0.02001,0.076
91,Infected annual,265.4678622359469,0.02001,0.076
92,Infected annual,265.4678564148522,0.02001,0.076
93,Infected annual,265.46785110259697,0.02001,0.076
94,Infected annual,265.46784625470104,0.02001,0.076
95,Infected annual,265.46784183057247,0.02001,0.076
96,Infected annual,265.4678377931717,0.02001,0.076
97,Infected annual,265.4678341086904,0.02001,0.076
98,Infected annual,265.4678307462804,0.02001,0.076
99,Infected annual,265.4678276777892,0.02001,0.076
100,Infected annual,265.4678248775242,0.02001,0.076
1,Annual,3196.8067516974156,0.02001,0.076
2,Annual,1717.304888901156,0.02001,0.076
3,Annual,1064.5625409278387,0.02001,0.076
4,Annual,1118.2807181637638,0.02001,0.076
5,Annual,1163.444598215286,0.02001,0.076
6,Annual,1151.460815288827,0.02001,0.076
7,Annual,1146.5305501511577,0.02001,0.076
8,Annual,1148.3760681224226,0.02001,0.076
9,Annual,1148.8087739499936,0.02001,0.076
10,Annual,1148.511317909355,0.02001,0.076
11,Annual,1148.4550288524129,0.02001,0.076
12,Annual,1148.4728948085208,0.02001,0.076
13,Annual,1148.4564322168003,0.02001,0.076
14,Annual,1148.435416606936,0.02001,0.076
15,Annual,1148.4208543379725,0.02001,0.076
16,Annual,1148.4079369986237,0.02001,0.076
17,Annual,1148.3955380057512,0.02001,0.076
18,Annual,1148.3842269674628,0.02001,0.076
19,Annual,1148.3739814345113,0.02001,0.076
20,Annual,1148.3646248785055,0.02001,0.076
21,Annual,1148.3560773104614,0.02001,0.076
22,Annual,1148.348278654838,0.02001,0.076
23,Annual,1148.3411628241254,0.02001,0.076
24,Annual,1148.3346688192473,0.02001,0.076
25,Annual,1148.3287424509024,0.02001,0.076
26,Annual,1148.3233342344422,0.02001,0.076
27,Annual,1148.3183988304606,0.02001,0.076
28,Annual,1148.3138948841508,0.02001,0.076
29,Annual,1148.309784678567,0.02001,0.076
30,Annual,1148.3060337907552,0.02001,0.076
31,Annual,1148.30261080553,0.02001,0.076
32,Annual,1148.299487055401,0.02001,0.076
33,Annual,1148.2966363797736,0.02001,0.076
34,Annual,1148.294034905336,0.02001,0.076
35,Annual,1148.291660846104,0.02001,0.076
36,Annual,1148.289494320913,0.02001,0.076
37,Annual,1148.2875171868295,0.02001,0.076
38,Annual,1148.2857128871497,0.02001,0.076
39,Annual,1148.284066312678,0.02001,0.076
40,Annual,1148.282563675166,0.02001,0.076
41,Annual,1148.2811923918148,0.02001,0.076
42,Annual,1148.2799409798608,0.02001,0.076
43,Annual,1148.278798960404,0.02001,0.076
44,Annual,1148.277756770632,0.02001,0.076
45,Annual,1148.2768056837344,0.02001,0.076
46,Annual,1148.275937735802,0.02001,0.076
47,Annual,1148.2751456591282,0.02001,0.076
48,Annual,1148.2744228213573,0.02001,0.076
49,Annual,1148.2737631699074,0.02001,0.076
50,Annual,1148.273161181318,0.02001,0.076
51,Annual,1148.2726118149753,0.02001,0.076
52,Annual,1148.272110470904,0.02001,0.076
53,Annual,1148.2716529512395,0.02001,0.076
54,Annual,1148.271235425084,0.02001,0.076
55,Annual,1148.2708543964309,0.02001,0.076
56,Annual,1148.2705066748656,0.02001,0.076
57,Annual,1148.2701893488663,0.02001,0.076
58,Annual,1148.2698997614505,0.02001,0.076
59,Annual,1148.2696354878615,0.02001,0.076
60,Annual,1148.2693943153172,0.02001,0.076
61,Annual,1148.2691742244788,0.02001,0.076
62,Annual,1148.2689733725015,0.02001,0.076
63,Annual,1148.2687900776582,0.02001,0.076
64,Annual,1148.268622805205,0.02001,0.076
65,Annual,1148.2684701545768,0.02001,0.076
66,Annual,1148.2683308476226,0.02001,0.076
67,Annual,1148.2682037179245,0.02001,0.076
68,Annual,1148.268087701034,0.02001,0.076
69,Annual,1148.2679818255397,0.02001,0.076
70,Annual,1148.2678852049546,0.02001,0.076
71,Annual,1148.2677970302625,0.02001,0.076
72,Annual,1148.2677165631926,0.02001,0.076
73,Annual,1148.267643129995,0.02001,0.076
74,Annual,1148.2675761158173,0.02001,0.076
75,Annual,1148.267514959549,0.02001,0.076
76,Annual,1148.2674591491311,0.02001,0.076
77,Annual,1148.2674082172723,0.02001,0.076
78,Annual,1148.267361737518,0.02001,0.076
79,Annual,1148.2673193206997,0.02001,0.076
80,Annual,1148.2672806116593,0.02001,0.076
81,Annual,1148.2672452862867,0.02001,0.076
82,Annual,1148.2672130488136,0.02001,0.076
83,Annual,1148.2671836293155,0.02001,0.076
84,Annual,1148.2671567814605,0.02001,0.076
85,Annual,1148.2671322804526,0.02001,0.076
86,Annual,1148.2671099211498,0.02001,0.076
87,Annual,1148.2670895163385,0.02001,0.076
88,Annual,1148.2670708951737,0.02001,0.076
89,Annual,1148.267053901741,0.02001,0.076
90,Annual,1148.2670383937502,0.02001,0.076
91,Annual,1148.2670242413606,0.02001,0.076
92,Annual,1148.2670113260726,0.02001,0.076
93,Annual,1148.2669995397473,0.02001,0.076
94,Annual,1148.2669887836971,0.02001,0.076
95,Annual,1148.2669789678641,0.02001,0.076
96,Annual,1148.2669700100655,0.02001,0.076
97,Annual,1148.266961835287,0.02001,0.076
98,Annual,1148.266954375097,0.02001,0.076
99,Annual,1148.2669475670234,0.02001,0.076
100,Annual,1148.2669413540616,0.02001,0.076
1,Perennial first-year,106.19319721418968,0.02001,0.076
2,Perennial first-year,106.20669664658126,0.02001,0.076
3,Perennial first-year,106.25979180352797,0.02001,0.076
4,Perennial first-year,106.27913140476173,0.02001,0.076
5,Perennial first-year,106.27803576723731,0.02001,0.076
6,Perennial first-year,106.27931355129704,0.02001,0.076
7,Perennial first-year,106.28206166095563,0.02001,0.076
8,Perennial first-year,106.28411850518283,0.02001,0.076
9,Perennial first-year,106.28583020823208,0.02001,0.076
10,Perennial first-year,106.28746179643717,0.02001,0.076
11,Perennial first-year,106.28896567507603,0.02001,0.076
12,Perennial first-year,106.29032804129562,0.02001,0.076
13,Perennial first-year,106.29157021972343,0.02001,0.076
14,Perennial first-year,106.29270512334067,0.02001,0.076
15,Perennial first-year,106.29374081256488,0.02001,0.076
16,Perennial first-year,106.2946857728914,0.02001,0.076
17,Perennial first-year,106.29554812170448,0.02001,0.076
18,Perennial first-year,106.29633509296089,0.02001,0.076
19,Perennial first-year,106.29705325491929,0.02001,0.076
20,Perennial first-year,106.2977086256763,0.02001,0.076
21,Perennial first-year,106.29830669895233,0.02001,0.076
22,Perennial first-year,106.29885248465096,0.02001,0.076
23,Perennial first-year,106.29935055446555,0.02001,0.076
24,Perennial first-year,106.29980508063494,0.02001,0.076
25,Perennial first-year,106.30021987045838,0.02001,0.076
26,Perennial first-year,106.30059839821408,0.02001,0.076
27,Perennial first-year,106.30094383435524,0.02001,0.076
28,Perennial first-year,106.30125907208685,0.02001,0.076
29,Perennial first-year,106.30154675161401,0.02001,0.076
30,Perennial first-year,106.30180928227423,0.02001,0.076
31,Perennial first-year,106.30204886273157,0.02001,0.076
32,Perennial first-year,106.30226749940381,0.02001,0.076
33,Perennial first-year,106.30246702327611,0.02001,0.076
34,Perennial first-year,106.30264910524336,0.02001,0.076
35,Perennial first-year,106.3028152701114,0.02001,0.076
36,Perennial first-year,106.30296690937175,0.02001,0.076
37,Perennial first-year,106.30310529285943,0.02001,0.076
38,Perennial first-year,106.3032315793912,0.02001,0.076
39,Perennial first-year,106.30334682647334,0.02001,0.076
40,Perennial first-year,106.30345199915926,0.02001,0.076
41,Perennial first-year,106.30354797813389,0.02001,0.076
42,Perennial first-year,106.30363556709,0.02001,0.076
43,Perennial first-year,106.30371549946017,0.02001,0.076
44,Perennial first-year,106.30378844455909,0.02001,0.076
45,Perennial first-year,106.30385501318976,0.02001,0.076
46,Perennial first-year,106.3039157627587,0.02001,0.076
47,Perennial first-year,106.30397120194476,0.02001,0.076
48,Perennial first-year,106.30402179495832,0.02001,0.076
49,Perennial first-year,106.30406796542968,0.02001,0.076
50,Perennial first-year,106.3041100999562,0.02001,0.076
51,Perennial first-year,106.30414855133962,0.02001,0.076
52,Perennial first-year,106.30418364154183,0.02001,0.076
53,Perennial first-year,106.30421566437853,0.02001,0.076
54,Perennial first-year,106.30424488798236,0.02001,0.076
55,Perennial first-year,106.3042715570463,0.02001,0.076
56,Perennial first-year,106.3042958948735,0.02001,0.076
57,Perennial first-year,106.30431810524692,0.02001,0.076
58,Perennial first-year,106.30433837413561,0.02001,0.076
59,Perennial first-year,106.30435687125255,0.02001,0.076
60,Perennial first-year,106.30437375147493,0.02001,0.076
61,Perennial first-year,106.30438915614158,0.02001,0.076
62,Perennial first-year,106.30440321423622,0.02001,0.076
63,Perennial first-year,106.30441604346751,0.02001,0.076
64,Perennial first-year,106.30442775125464,0.02001,0.076
65,Perennial first-year,106.3044384356271,0.02001,0.076
66,Perennial first-year,106.30444818604522,0.02001,0.076
67,Perennial first-year,106.3044570841486,0.02001,0.076
68,Perennial first-year,106.30446520444134,0.02001,0.076
69,Perennial first-year,106.30447261491423,0.02001,0.076
70,Perennial first-year,106.30447937761485,0.02001,0.076
71,Perennial first-year,106.3044855491676,0.02001,0.076
72,Perennial first-year,106.30449118124588,0.02001,0.076
73,Perennial first-year,106.30449632100735,0.02001,0.076
74,Perennial first-year,106.30450101148658,0.02001,0.076
75,Perennial first-year,106.3045052919572,0.02001,0.076
76,Perennial first-year,106.30450919825896,0.02001,0.076
77,Perennial first-year,106.30451276309925,0.02001,0.076
78,Perennial first-year,106.30451601632626,0.02001,0.076
79,Perennial first-year,106.30451898517907,0.02001,0.076
80,Perennial first-year,106.30452169451566,0.02001,0.076
81,Perennial first-year,106.30452416702119,0.02001,0.076
82,Perennial first-year,106.30452642339779,0.02001,0.076
83,Perennial first-year,106.3045284825378,0.02001,0.076
84,Perennial first-year,106.30453036168228,0.02001,0.076
85,Perennial first-year,106.3045320765653,0.02001,0.076
86,Perennial first-year,106.3045336415453,0.02001,0.076
87,Perennial first-year,106.30453506972599,0.02001,0.076
88,Perennial first-year,106.30453637306513,0.02001,0.076
89,Perennial first-year,106.30453756247553,0.02001,0.076
90,Perennial first-year,106.30453864791608,0.02001,0.076
91,Perennial first-year,106.30453963847522,0.02001,0.076
92,Perennial first-year,106.30454054244663,0.02001,0.076
93,Perennial first-year,106.30454136739948,0.02001,0.076
94,Perennial first-year,106.30454212024055,0.02001,0.076
95,Perennial first-year,106.3045428072737,0.02001,0.076
96,Perennial first-year,106.3045434342512,0.02001,0.076
97,Perennial first-year,106.30454400642297,0.02001,0.076
98,Perennial first-year,106.30454452857943,0.02001,0.076
99,Perennial first-year,106.3045450050926,0.02001,0.076
100,Perennial first-year,106.30454543995246,0.02001,0.076
1,Perennial adult,103.12102111425042,0.02001,0.076
2,Perennial adult,103.12101891247288,0.02001,0.076
3,Perennial adult,103.122636186378,0.02001,0.076
4,Perennial adult,103.13042225025848,0.02001,0.076
5,Perennial adult,103.13956629232186,0.02001,0.076
6,Perennial adult,103.14744944940874,0.02001,0.076
7,Perennial adult,103.15451214797694,0.02001,0.076
8,Perennial adult,103.16103209042038,0.02001,0.076
9,Perennial adult,103.16699340314378,0.02001,0.076
10,Perennial adult,103.17242368949081,0.02001,0.076
11,Perennial adult,103.17737893211815,0.02001,0.076
12,Perennial adult,103.18190248993288,0.02001,0.076
13,Perennial adult,103.18603071057345,0.02001,0.076
14,Perennial adult,103.1897980098409,0.02001,0.076
15,Perennial adult,103.19323610137472,0.02001,0.076
16,Perennial adult,103.19637374837656,0.02001,0.076
17,Perennial adult,103.1992371790333,0.02001,0.076
18,Perennial adult,103.20185035548738,0.02001,0.076
19,Perennial adult,103.20423514777374,0.02001,0.076
20,Perennial adult,103.20641151238821,0.02001,0.076
21,Perennial adult,103.20839766265698,0.02001,0.076
22,Perennial adult,103.21021022115532,0.02001,0.076
23,Perennial adult,103.21186435816436,0.02001,0.076
24,Perennial adult,103.21337391849619,0.02001,0.076
25,Perennial adult,103.2147515373021,0.02001,0.076
26,Perennial adult,103.21600874571632,0.02001,0.076
27,Perennial adult,103.21715606727899,0.02001,0.076
28,Perennial adult,103.21820310595115,0.02001,0.076
29,Perennial adult,103.2191586264458,0.02001,0.076
30,Perennial adult,103.22003062754516,0.02001,0.076
31,Perennial adult,103.2208264090163,0.02001,0.076
32,Perennial adult,103.22155263268377,0.02001,0.076
33,Perennial adult,103.22221537816873,0.02001,0.076
34,Perennial adult,103.22282019376,0.02001,0.076
35,Perennial adult,103.22337214284174,0.02001,0.076
36,Perennial adult,103.22387584626583,0.02001,0.076
37,Perennial adult,103.22433552102274,0.02001,0.076
38,Perennial adult,103.22475501553407,0.02001,0.076
39,Perennial adult,103.2251378418618,0.02001,0.076
40,Perennial adult,103.2254872051034,0.02001,0.076
41,Perennial adult,103.22580603021868,0.02001,0.076
42,Perennial adult,103.22609698651252,0.02001,0.076
43,Perennial adult,103.22636250997834,0.02001,0.076
44,Perennial adult,103.22660482368926,0.02001,0.076
45,Perennial adult,103.22682595640708,0.02001,0.076
46,Perennial adult,103.22702775956543,0.02001,0.076
47,Perennial adult,103.22721192276843,0.02001,0.076
48,Perennial adult,103.2273799879352,0.02001,0.076
49,Perennial adult,103.22753336220794,0.02001,0.076
50,Perennial adult,103.22767332973214,0.02001,0.076
51,Perennial adult,103.2278010624071,0.02001,0.076
52,Perennial adult,103.22791762969688,0.02001,0.076
53,Perennial adult,103.2280240075839,0.02001,0.076
54,Perennial adult,103.22812108673978,0.02001,0.076
55,Perennial adult,103.22820967998224,0.02001,0.076
56,Perennial adult,103.22829052908016,0.02001,0.076
57,Perennial adult,103.22836431096378,0.02001,0.076
58,Perennial adult,103.22843164339224,0.02001,0.076
59,Perennial adult,103.22849309012561,0.02001,0.076
60,Perennial adult,103.22854916564502,0.02001,0.076
61,Perennial adult,103.22860033946004,0.02001,0.076
62,Perennial adult,103.2286470400397,0.02001,0.076
63,Perennial adult,103.22868965839982,0.02001,0.076
64,Perennial adult,103.2287285513768,0.02001,0.076
65,Perennial adult,103.22876404461537,0.02001,0.076
66,Perennial adult,103.22879643529497,0.02001,0.076
