d_in,iter,A0,S0,P0,L0,simtime,mv_ndis,ev_ndis,mv_ydis,ev_ydis
0.8500000000000001,80,0,0,0,0,2,7648.110262005518,2319.51328767839,11992.55736470068,1597.1467296534447
0.8500000000000001,81,0,0,0,0,2,8885.740645127702,1164.0677007560303,10139.996934132685,551.8036492575378
0.8500000000000001,82,0,0,0,0,2,16608.805588171017,2901.977947958647,18646.816062442944,2318.839937831698
0.8500000000000001,83,0,0,0,0,2,18150.36408709515,15651.914115251955,11370.286615507204,10673.467591394536
0.8500000000000001,84,0,0,0,0,2,15483.740943294451,5534.406090318639,19545.057605593818,4331.307239103022
0.8500000000000001,85,0,0,0,0,2,21616.867634097543,22561.120027527544,14975.219084066784,2713.2445985001054
0.8500000000000001,86,0,0,0,0,2,11646.62179694555,5877.451558671638,12408.290325389076,2302.4599816555947
0.8500000000000001,87,0,0,0,0,2,36923.9237658152,6599.022866876898,11662.862074895811,2139.49278339848
0.8500000000000001,88,0,0,0,0,2,13561.907028467549,4524.523937483749,9645.865459501128,2730.165423648758
0.8500000000000001,89,0,0,0,0,2,23262.176269696243,2533.4337074022187,9796.316341681611,1792.7301009141759
0.8500000000000001,90,0,0,0,0,2,17410.35152937464,38385.060336840856,15394.820706534741,3435.0620281425036
0.8500000000000001,91,0,0,0,0,2,20821.937142622573,4526.84627554199,17434.069906035562,727.2573888808292
0.8500000000000001,92,0,0,0,0,2,12313.99174955411,1174.9911188417595,12779.52530979063,151.2316689025206
0.8500000000000001,93,0,0,0,0,2,25605.949225751654,6117.442833530122,20491.894733293324,2217.580543999139
0.8500000000000001,94,0,0,0,0,2,96110.09711268864,8183.64764776732,26151.14229900542,1235.6835116105854
0.8500000000000001,95,0,0,0,0,2,61371.8287827599,4930.421831133921,15877.775443042972,4818.046517192704
0.8500000000000001,96,0,0,0,0,2,19005.189004660842,8700.36564475568,15102.632681163333,2467.367335299278
0.8500000000000001,97,0,0,0,0,2,3397.6115222699163,7460.956297578086,11464.915198163213,3927.8935686289215
0.8500000000000001,98,0,0,0,0,2,27991.310353095447,1166.8892931292157,12395.295708760115,650.2191505625647
0.8500000000000001,99,0,0,0,0,2,78097.64289259537,270.3109546250119,33524.83615902682,1728.835560032146
0.8500000000000001,100,0,0,0,0,2,26443.583941875277,1708.3669740022451,15786.956988190897,1336.1305371722792
0.8500000000000001,101,0,0,0,0,2,33149.16109688897,1382.6260831371048,14491.10222124769,835.7079606907602
0.8500000000000001,102,0,0,0,0,2,29174.809150065812,2652.823383537626,13328.352004497532,931.2498764156217
0.8500000000000001,103,0,0,0,0,2,10206.209581635278,6516.268719873057,12035.417184917434,2882.632983275137
0.8500000000000001,104,0,0,0,0,2,28340.153192610145,5034.790471212964,12638.356522445843,3570.1393127796027
0.8500000000000001,105,0,0,0,0,2,35294.525790567146,538.1472327170904,22619.805422069647,461.7629260680578
0.8500000000000001,106,0,0,0,0,2,19619.543692335505,10249.920162024566,16156.79964023921,4492.280094546766
0.8500000000000001,107,0,0,0,0,2,16367.946799851967,4137.135296960308,43604.94900322725,1812.2709336119244
0.8500000000000001,108,0,0,0,0,2,9137.074976881904,4682.787778893628,15371.345789897981,1573.3770483951948
0.8500000000000001,109,0,0,0,0,2,38546.75728759297,3353.9144909183346,13795.29068344799,6795.920133263153
0.8500000000000001,110,0,0,0,0,2,112605.08962557917,669.885712123295,18340.614692303836,2053.299090127529
0.8500000000000001,111,0,0,0,0,2,7488.386481825679,13301.39404694595,13257.597373341985,3094.491948151227
0.8500000000000001,112,0,0,0,0,2,21637.174419734896,4009.816168921693,20117.40221161851,1214.8321772626607
0.8500000000000001,113,0,0,0,0,2,10820.601071378165,54200.84076475317,13170.993359071217,4751.711131733526
0.8500000000000001,114,0,0,0,0,2,27739.986749205003,492.7669033054517,12212.413434845032,1374.8294733518962
0.8500000000000001,115,0,0,0,0,2,19482.796134834316,17911.44884718524,17870.967020871765,186.6164287694503
0.8500000000000001,116,0,0,0,0,2,14213.523387125664,46136.93444882618,20682.424387945226,78.92244210158333
0.8500000000000001,117,0,0,0,0,2,3736.2257410183206,7312.951551470114,11530.741554875804,5154.887203688386
0.8500000000000001,118,0,0,0,0,2,24388.927918948873,18846.707265814563,18172.088532853682,3394.8780247661603
0.8500000000000001,119,0,0,0,0,2,124388.08831589256,8868.580812258302,12716.15451911815,4101.406606048218
0.8500000000000001,120,0,0,0,0,2,9328.039887064984,9325.026099310153,11194.852407832033,1287.949666000265
0.8500000000000001,121,0,0,0,0,2,19920.482112980953,997.776680328761,13771.304343039174,1233.4902853476715
0.8500000000000001,122,0,0,0,0,2,21854.520924569453,15812.898800995308,12170.669053944375,2919.561593332218
0.8500000000000001,123,0,0,0,0,2,13562.00549971785,1994.644950117358,13242.904639982815,4888.556285014294
0.8500000000000001,124,0,0,0,0,2,8406.887355455625,2604.729521715037,11925.767438455247,1680.1452485942928
0.8500000000000001,125,0,0,0,0,2,12288.714078722867,23539.343365653418,10718.801246366667,1854.610149557593
0.8500000000000001,126,0,0,0,0,2,36903.94522803879,2989.9988835032586,20830.86334028606,842.9718626591414
0.8500000000000001,127,0,0,0,0,2,39811.94044949283,24024.451517144724,10476.33348087452,2408.647193146089
0.8500000000000001,128,0,0,0,0,2,11711.17369435209,1895.610251391095,11216.933483808625,1408.9238265919287
0.8500000000000001,129,0,0,0,0,2,8371.228214105467,8024.141080047249,10976.253307293438,1965.4660936972612
0.8500000000000001,130,0,0,0,0,2,69626.04521498794,1702.5646530831693,16214.98241984103,6028.4288777713555
0.8500000000000001,131,0,0,0,0,2,14614.956252206817,1861.692604508498,11988.817617814819,299.86171745401634
0.8500000000000001,132,0,0,0,0,2,5439.846788503558,7292.348666046811,16263.753954882082,2914.9883293911744
0.8500000000000001,133,0,0,0,0,2,17600.336360511847,802.8346316437936,11418.844299087385,1737.8276307475562
0.8500000000000001,134,0,0,0,0,2,12762.176571616905,4201.911179745948,13933.232500594588,2323.623689233914
0.8500000000000001,135,0,0,0,0,2,35293.431814976066,671.2478575765235,24930.91449150363,537.1676631726541
0.8500000000000001,136,0,0,0,0,2,48446.66370518274,6539.118850285131,15889.870831028758,3852.7097493852393
0.8500000000000001,137,0,0,0,0,2,3187.3938863898,2996.968322824944,15509.518784832964,3579.329366102116
0.8500000000000001,138,0,0,0,0,2,7840.944300760968,7425.089024189705,13715.162097626759,5670.5320983877045
0.8500000000000001,139,0,0,0,0,2,19579.389763825024,3581.501265095221,15949.274969955624,1499.35940005816
0.8500000000000001,140,0,0,0,0,2,17796.221555928892,3603.431469604636,15512.874741626903,1445.2900980487561
0.8500000000000001,141,0,0,0,0,2,44291.51622718148,16687.562767388663,24142.69285286667,1030.4714805085844
0.8500000000000001,142,0,0,0,0,2,9330.023810914923,21828.83231332098,11848.47248172181,8140.0455760188015
0.8500000000000001,143,0,0,0,0,2,17120.590073169922,6770.172705551492,13512.008187197283,1974.9178662264007
0.8500000000000001,144,0,0,0,0,2,51815.268862485886,10605.329590276893,12678.222502569377,5482.403374838959
0.8500000000000001,145,0,0,0,0,2,41159.25511493672,722.0272451016529,15427.220038989448,399.5389627943197
0.8500000000000001,146,0,0,0,0,2,96879.3627343312,32418.96145107643,12698.300521297575,5791.334421491991
0.8500000000000001,147,0,0,0,0,2,7843.413737957586,8244.981350027774,11283.783294208279,1247.5385645348088
0.8500000000000001,148,0,0,0,0,2,93124.53649137057,9631.061517386432,56607.73951473323,4531.332071662473
0.8500000000000001,149,0,0,0,0,2,17978.66492018274,12947.099074976477,15193.064890593216,1820.0620880076583
0.8500000000000001,150,0,0,0,0,2,14986.928821221312,12727.010485641207,16512.5190591483,1351.2501599750976
0.8500000000000001,151,0,0,0,0,2,20016.245701728858,1914.1837506840898,14925.567805611405,2584.016312775643
0.8500000000000001,152,0,0,0,0,2,4851.595520597092,12196.668700844251,12290.588539135848,4119.727027398618
0.8500000000000001,153,0,0,0,0,2,43384.493025535616,3301.1505730574427,25914.603729753206,1572.8957991590582
0.8500000000000001,154,0,0,0,0,2,8861.465736695814,4611.14769324813,18032.20904968656,398.9269676584481
0.8500000000000001,155,0,0,0,0,2,93664.78578354104,837.2046748764544,17159.151811764306,1079.555639817102
0.8500000000000001,156,0,0,0,0,2,34862.67778281667,3083.741185918056,13814.605568196288,1060.2075847038288
0.8500000000000001,157,0,0,0,0,2,9588.037856807397,77230.98159900784,12727.935786754044,4531.370256212529
0.8500000000000001,158,0,0,0,0,2,21754.391048888097,29342.298794568418,12645.390459673941,9377.524885570649
0.8500000000000001,159,0,0,0,0,2,10138.031867697351,2563.667349923426,15476.623090624764,2128.2328120167067
0.8500000000000001,160,0,0,0,0,2,6057.029927249685,6198.686795572056,13870.582637943979,5045.06304030856
0.8500000000000001,161,0,0,0,0,2,6026.6998469846485,6526.478310274382,12464.455282799921,3939.066042242809
0.8500000000000001,162,0,0,0,0,2,11234.58245156132,6709.199452530632,12068.02447363043,3670.9632404834524
0.8500000000000001,163,0,0,0,0,2,18410.77741968456,30074.297565503195,12684.370943991482,1577.0361236598005
0.8500000000000001,164,0,0,0,0,2,23804.841784864027,9686.042620917113,12680.029139511553,538.9787908971484
0.8500000000000001,165,0,0,0,0,2,12156.04816662311,2957.0336318659865,15611.796695059564,1621.453134704938
0.8500000000000001,166,0,0,0,0,2,30805.777562950192,6652.476258701345,20072.294723140527,2586.444436018157
0.8500000000000001,167,0,0,0,0,2,18017.267243163067,4727.151570715456,15462.471916777793,1130.741550402689
0.8500000000000001,168,0,0,0,0,2,11754.580888359871,5559.4629319302285,18736.0049304071,2707.1185287885028
0.8500000000000001,169,0,0,0,0,2,24230.04130534639,9559.459115980855,13673.885679307181,644.2299161652763
0.8500000000000001,170,0,0,0,0,2,34617.340296475675,5514.250408302956,17659.630918802122,472.4789280572418
0.8500000000000001,171,0,0,0,0,2,12649.527806620441,6906.545070111151,16835.75856402899,2223.0575460239097
0.8500000000000001,172,0,0,0,0,2,30778.08114052474,50554.863096693036,13355.539340333919,18449.409386763575
0.8500000000000001,173,0,0,0,0,2,12853.096862742743,3515.92437965291,12494.767461220943,3087.4558401438053
0.8500000000000001,174,0,0,0,0,2,8163.527651464432,2162.9317524138214,11056.591599785637,121.22164037012567
0.8500000000000001,175,0,0,0,0,2,12210.883453718507,1130.0828187043758,17925.266069800724,461.878016487712
0.8500000000000001,176,0,0,0,0,2,9163.908571453401,20968.191516915966,7294.640537817664,3822.383601253976
0.8500000000000001,177,0,0,0,0,2,16946.651317615528,12615.456729495356,15128.459921085798,1963.7264521168904
0.8500000000000001,178,0,0,0,0,2,33280.20724398077,8335.214597805294,11145.130614219313,2784.788990386919
0.8500000000000001,179,0,0,0,0,2,17628.617456113265,1842.1997537046732,10703.200673992138,3347.7201470074115
0.8500000000000001,180,0,0,0,0,2,18733.516477365756,2255.4575694812265,12677.524588695771,1678.5465889365125
0.8500000000000001,181,0,0,0,0,2,4111.210570730528,7160.198945849796,10583.448963524927,2660.1538922336244
0.8500000000000001,182,0,0,0,0,2,19083.67096583356,3564.6662871828858,18875.146444413247,2115.769001920327
0.8500000000000001,183,0,0,0,0,2,15833.692139767776,5578.01980327061,13872.703849387994,2554.4654545261683
0.8500000000000001,184,0,0,0,0,2,5843.864573355544,9225.416547438981,12452.737969525104,1684.0296368084687
0.8500000000000001,185,0,0,0,0,2,19071.683659041915,4367.426124439302,11648.161486445013,1172.3586049780538
0.8500000000000001,186,0,0,0,0,2,12849.238321652756,1977.2005508564116,9971.08685779416,669.0604781236609
0.8500000000000001,187,0,0,0,0,2,3004.7678679204487,3324.3083403920136,11859.94134236095,3265.5888689734966
0.8500000000000001,188,0,0,0,0,2,23771.070545841012,3207.172237260914,22334.848118199465,544.4954854118344
0.8500000000000001,189,0,0,0,0,2,36173.37470470037,10929.055294952828,14620.814781719091,3087.364333862977
0.8500000000000001,190,0,0,0,0,2,12253.096564323854,2050.537569997625,20076.75876845439,1111.5730792739364
0.8500000000000001,191,0,0,0,0,2,75723.60539403054,3305.5900512765593,38330.58502231624,3790.4653340943787
0.8500000000000001,192,0,0,0,0,2,7699.77494789192,1738.134333262327,13061.596733990154,385.4925807664706
0.8500000000000001,193,0,0,0,0,2,15833.305511787778,21617.317428065508,14090.614210714337,3791.235116094492
0.8500000000000001,194,0,0,0,0,2,21331.620701899807,482.402315824015,22859.239553891188,276.50020865294664
0.8500000000000001,195,0,0,0,0,2,10434.59764830786,14041.779999289307,12582.83381956487,1152.1106427297873
0.8500000000000001,196,0,0,0,0,2,147995.9201124818,271.63134529094714,12707.541611160115,541.3697407765842
0.8500000000000001,197,0,0,0,0,2,5684.771216863373,10897.5316913522,11523.111942956079,5098.577577122533
0.8500000000000001,198,0,0,0,0,2,17504.412141767247,1071.4638991639129,11067.846918258732,4106.430525284908
0.8500000000000001,199,0,0,0,0,2,31576.365183703463,6196.539768706761,17136.07012835554,3061.799220856753
0.8500000000000001,200,0,0,0,0,2,8163.013715749141,9067.1151274084,15714.756168031296,1370.7566180376348
0.8500000000000001,201,0,0,0,0,2,37261.71882594987,5147.292046113995,26906.983188535192,2650.1755913978104
0.8500000000000001,202,0,0,0,0,2,15616.187979101198,3917.317894422349,10607.171212549334,1495.6848017964792
0.8500000000000001,203,0,0,0,0,2,7943.9320114422735,24407.425734058357,16865.88804272539,5211.859794132479
0.8500000000000001,204,0,0,0,0,2,31222.118744001473,965.7275296964801,18264.472683276024,1884.9924652648747
0.8500000000000001,205,0,0,0,0,2,116457.93511598161,160325.27854910563,16692.2056669054,13690.783766877024
0.8500000000000001,206,0,0,0,0,2,6123.808554718191,4503.6705125119715,9838.153684093715,4199.876611827336
0.8500000000000001,207,0,0,0,0,2,2103.8432966406062,336.1227671752904,10449.815934120732,642.7702872380498
0.8500000000000001,208,0,0,0,0,2,9688.951496627566,325.06774603006653,15383.171592965335,2848.476667095605
0.8500000000000001,209,0,0,0,0,2,27008.495455103628,2541.779575163445,21758.769270407236,1254.2172610881726
0.8500000000000001,210,0,0,0,0,2,12954.142226715612,1606.7078532285993,15552.250475924662,1844.8199399515079
0.8500000000000001,211,0,0,0,0,2,48278.92637507855,4669.001510449386,25286.303625905526,2446.829403039729
0.8500000000000001,212,0,0,0,0,2,5134.691770300474,1784.5149190655163,11906.207562814634,925.663234582822
0.8500000000000001,213,0,0,0,0,2,26125.751227279587,4576.853760742442,9279.128331421629,2218.8859333304654
0.8500000000000001,214,0,0,0,0,2,35071.33330491926,1704.5684938982629,13904.943899266484,8050.695783983989
0.8500000000000001,215,0,0,0,0,2,10540.319106092145,24.471462751491345,8587.9377950015,20.71574726871802
0.8500000000000001,216,0,0,0,0,2,20212.61011356264,116982.59220115378,10472.282361434169,4985.427154316854
0.8500000000000001,217,0,0,0,0,2,48231.07060808642,3744.7518807667093,15141.871948685653,4119.035441744725
0.8500000000000001,218,0,0,0,0,2,39770.477956687566,16451.93945272822,13660.782708486346,1233.4786026757229
0.8500000000000001,219,0,0,0,0,2,42051.16786439378,3095.961054296875,17625.790060181673,2000.477732422478
0.8500000000000001,220,0,0,0,0,2,37075.19640529176,277.41929004570557,18825.0144972115,92.88885076662609
0.8500000000000001,221,0,0,0,0,2,23249.482065091514,10809.067136028294,11916.340724027043,1432.356613482152
0.8500000000000001,222,0,0,0,0,2,15820.846763979893,1327.4767905242188,10389.748264701744,350.0557824013663
0.8500000000000001,223,0,0,0,0,2,12169.439657138337,6580.913791313258,8707.778420810539,2519.9770093070842
0.8500000000000001,224,0,0,0,0,2,20837.154063805436,2832.153919505014,12851.142657487664,447.6608863448024
0.8500000000000001,225,0,0,0,0,2,69085.65565004438,4517.004631619281,16610.84177899658,2924.9264182458023
0.8500000000000001,226,0,0,0,0,2,32898.122385632916,1781.346776122895,13780.593038185494,876.4542922334097
0.8500000000000001,227,0,0,0,0,2,30884.20941450147,4951.960739285634,21676.045348839154,2833.2213877218683
0.8500000000000001,228,0,0,0,0,2,74176.56983202498,27352.114180972687,17786.789515877703,8452.94571000811
0.8500000000000001,229,0,0,0,0,2,42641.09970732951,4966.199728730706,14097.161274173272,1688.4095497865728
0.8500000000000001,230,0,0,0,0,2,43487.31836924453,9007.733768232109,12147.937928127305,311.2458964074576
0.8500000000000001,231,0,0,0,0,2,14331.445434192086,2457.0951596622835,11586.26531554273,2123.2447422351142
0.8500000000000001,232,0,0,0,0,2,12389.978045024205,885.075001300869,13005.426182824249,1106.7543062465743
0.8500000000000001,233,0,0,0,0,2,37152.29040198038,2686.6730753277525,12275.545562933783,1373.2417812155777
0.8500000000000001,234,0,0,0,0,2,43152.09711198284,8334.82201285611,11947.37684678509,1406.3713252008383
0.8500000000000001,235,0,0,0,0,2,21888.43039487373,2018.2599389013624,12995.897665320463,2274.4441723482846
0.8500000000000001,236,0,0,0,0,2,18361.777690523646,2421.24309873527,10380.420235879323,1764.4278818138732
0.8500000000000001,237,0,0,0,0,2,8722.015066348476,5006.430576806024,15000.544615552672,1345.6212524253901
0.8500000000000001,238,0,0,0,0,2,3895.212747794317,1013.5755036880511,9837.267807125045,748.6631783289013
0.8500000000000001,239,0,0,0,0,2,6403.88040279844,3603.579352441244,11084.462333535706,4639.010917388623
0.8500000000000001,240,0,0,0,0,2,5793.692592348827,4292.396710370851,13596.39120967125,2856.4330137467114
0.8500000000000001,241,0,0,0,0,2,26103.35528252738,5282.794980401184,11111.580069699503,4009.738108276932
0.8500000000000001,242,0,0,0,0,2,14026.414279782908,15472.937219950649,8368.889749935364,2078.8226898307757
0.8500000000000001,243,0,0,0,0,2,75091.58473598011,1591.3635988146561,20559.07641857806,2703.2932084107692
0.8500000000000001,244,0,0,0,0,2,36256.472121621,6436.726964960114,13108.638372053783,4143.459533479696
0.8500000000000001,245,0,0,0,0,2,8613.494280236258,5013.267128231955,12184.115966772459,1563.1045682000006
0.8500000000000001,246,0,0,0,0,2,27534.111733092508,11373.86101144747,17854.15446834909,1247.9038311054237
0.8500000000000001,247,0,0,0,0,2,18068.794467417712,6835.958150621691,13282.15172475605,592.4609004319875
0.8500000000000001,248,0,0,0,0,2,13408.496722390639,8046.273570896227,13234.845323567259,3071.202231380993
0.8500000000000001,249,0,0,0,0,2,91673.6339064998,52441.67742237044,14705.07371326464,9666.899600642284
0.8500000000000001,250,0,0,0,0,2,3134.4597677712977,2597.2232017375063,13040.966715144717,1185.2742233544705
0.8500000000000001,251,0,0,0,0,2,14174.900880901278,8986.9936681658,21846.23249826205,5621.359417091827
0.8500000000000001,252,0,0,0,0,2,31911.618156958408,2836.065668928135,16217.538863722004,647.3604893072684
0.8500000000000001,253,0,0,0,0,2,6997.865153613842,16190.126992348743,16695.749516275842,3882.9628686514066
0.8500000000000001,254,0,0,0,0,2,15600.763527071236,2356.17214550344,18422.995700927408,1250.028506966556
0.8500000000000001,255,0,0,0,0,2,27190.282460029473,1145.6458992859698,18940.67672963995,92.09675573066943
0.8500000000000001,256,0,0,0,0,2,3892.9340906063253,9586.544717577253,19761.018605784477,1225.105936056321
0.8500000000000001,257,0,0,0,0,2,12712.748352487088,730.7997449445218,34045.947107724634,1739.6379825682936
0.8500000000000001,258,0,0,0,0,2,60090.31729148228,4410.056003383169,26146.753560552344,1501.8352948491024
0.8500000000000001,259,0,0,0,0,2,86388.36073628458,11054.673632857524,12506.796000067441,3752.6548231334336
0.8500000000000001,260,0,0,0,0,2,5938.752224341497,11216.292116415952,12235.433299313025,1397.585911732834
0.8500000000000001,261,0,0,0,0,2,10864.136923940689,2077.3709723003813,14366.134886836411,500.1748595253216
0.8500000000000001,262,0,0,0,0,2,12290.311908976548,14122.404624057152,10731.842786600462,2569.563741792873
0.8500000000000001,263,0,0,0,0,2,12387.820705638927,1026.754540724936,11544.78845688043,1847.2541991814858
0.8500000000000001,264,0,0,0,0,2,138509.30445601803,2719.106632427758,16272.654765363051,695.0447993835942
0.8500000000000001,265,0,0,0,0,2,29602.369498328488,848.8665269985802,12111.780669318532,587.7802560454968
0.8500000000000001,266,0,0,0,0,2,9884.942806996713,2782.496959401717,13897.451816282242,2255.2244089995934
0.8500000000000001,267,0,0,0,0,2,7051.49058525361,7589.73700249494,11580.816874122325,50.67988940015675
0.8500000000000001,268,0,0,0,0,2,23665.28468854003,14438.416477309976,15156.202464054002,1877.315630672712
0.8500000000000001,269,0,0,0,0,2,44915.261601481,2803.159322211366,23626.2184597087,2295.3721226502257
0.8500000000000001,270,0,0,0,0,2,6760.914014764895,28818.56525522697,14678.02504698844,2854.6068926580774
0.8500000000000001,271,0,0,0,0,2,47208.20638879067,933.257757777923,14951.386468745131,2043.8754850286878
0.8500000000000001,272,0,0,0,0,2,16357.027720201724,84.03905546644091,16650.4683046237,92.27854296402575
0.8500000000000001,273,0,0,0,0,2,15499.783223347484,1772.1063205552762,11508.054182893457,2459.279110493233
0.8500000000000001,274,0,0,0,0,2,10477.560095184093,11274.41317546747,8598.257953072334,5441.763952907333
0.8500000000000001,275,0,0,0,0,2,16358.876929320364,6735.5422683222005,11852.2056043653,843.2748375346705
0.8500000000000001,276,0,0,0,0,2,4735.311876721887,3193.1398034204735,12352.38975561893,6575.620721424916
0.8500000000000001,277,0,0,0,0,2,15422.770612518752,7720.433759427933,14244.46939203469,1948.6964827162192
0.8500000000000001,278,0,0,0,0,2,31624.09746001223,228.96650005210762,16327.694808320468,2226.3378718973977
0.8500000000000001,279,0,0,0,0,2,28840.811400672064,2842.768189456766,16259.059207415337,1595.8059831979235
0.8500000000000001,280,0,0,0,0,2,10155.823016266633,4691.293784312475,21601.67910875317,768.4903417154596
0.8500000000000001,281,0,0,0,0,2,13626.199732216895,3616.372291329525,13314.184583212062,845.4519828039311
0.8500000000000001,282,0,0,0,0,2,4985.00746261245,3284.7133265214657,13212.530180125768,3378.886256744023
0.8500000000000001,283,0,0,0,0,2,24606.980308751063,1578.661265343467,13803.652568811123,1456.2422854638985
0.8500000000000001,284,0,0,0,0,2,7248.7180161854785,16600.687506749557,13756.509068221487,5925.280025327344
0.8500000000000001,285,0,0,0,0,2,8534.469193554562,6703.696849900743,13811.827519369323,7910.29863018469
0.8500000000000001,286,0,0,0,0,2,20937.429035558194,1029.9960537898128,13479.654933684717,2117.4745459376154
0.8500000000000001,287,0,0,0,0,2,21554.427501903163,12267.861984922696,8776.246056195056,3642.3456549130897
0.8500000000000001,288,0,0,0,0,2,27029.72340137343,6432.723760650116,14554.712579684787,1914.707360662931
0.8500000000000001,289,0,0,0,0,2,25388.415159874985,13026.134301839087,13590.590613896116,2840.236177926583
0.8500000000000001,290,0,0,0,0,2,28161.142899883573,776.9915406303962,13571.482079659776,1257.3610426034174
0.8500000000000001,291,0,0,0,0,2,10817.839264996579,1887.9974158395746,17907.915592158846,3810.4696309092365
0.8500000000000001,292,0,0,0,0,2,7372.455628713338,1478.863474547718,21698.348768954154,1211.8778945178874
0.8500000000000001,293,0,0,0,0,2,65465.9532490631,1875.0765833431492,13293.783863454926,725.739265189525
0.8500000000000001,294,0,0,0,0,2,14503.099354846103,7349.768152986293,21712.87562823334,2186.4097911644317
0.8500000000000001,295,0,0,0,0,2,14624.055906127329,3597.18677966344,18216.393795280757,1922.2254249437917
0.8500000000000001,296,0,0,0,0,2,9406.60590989426,36699.26829664864,15984.686126904424,10846.85059894849
0.8500000000000001,297,0,0,0,0,2,11776.848287031318,3402.7016619364517,11627.043754647675,2338.639165948463
0.8500000000000001,298,0,0,0,0,2,22023.42590604379,273.7190321616515,11051.19833666642,684.7182366353941
0.8500000000000001,299,0,0,0,0,2,39580.67220943156,6429.614108348867,16848.745539988,3691.171884268415
0.8500000000000001,300,0,0,0,0,2,7233.784117036626,2949.9497171035787,12913.670709229844,608.6746036066581
0.9000000000000001,1,0,0,0,0,2,26871.625848681015,1918.0453658237648,18795.19858957134,1053.377439894099
0.9000000000000001,2,0,0,0,0,2,9531.326652791353,28028.255307375213,11286.350042207994,9068.629132426246
0.9000000000000001,3,0,0,0,0,2,32852.39522901297,23269.48003873454,12685.932313785379,6693.806351529571
0.9000000000000001,4,0,0,0,0,2,15600.95770856937,1142.489223705347,12954.073266728807,2143.824801936543
0.9000000000000001,5,0,0,0,0,2,25789.04148740629,6789.140797742163,12319.243324765954,2960.2810289953195
0.9000000000000001,6,0,0,0,0,2,25090.678171961852,3400.7141598181915,13326.116560073153,470.4481405124211
0.9000000000000001,7,0,0,0,0,2,5922.179536968326,1134.5988636332852,9373.477774798297,2154.439218381489
0.9000000000000001,8,0,0,0,0,2,5361.713918424878,3391.9891942803442,15121.67777759187,847.6846609733661
0.9000000000000001,9,0,0,0,0,2,17313.115881546106,68796.10595359516,13063.984231474114,7834.198009554711
0.9000000000000001,10,0,0,0,0,2,14029.35942157102,11771.216539801879,22635.56068530179,679.6167364915302
0.9000000000000001,11,0,0,0,0,2,110516.41399053787,1942.4040789948476,17481.75915236332,2370.898580656146
0.9000000000000001,12,0,0,0,0,2,17267.176075845957,8272.855947182194,8765.009581574126,3012.278366469266
0.9000000000000001,13,0,0,0,0,2,13037.411839812848,7194.290908058461,12251.369084511489,1663.582449919209
0.9000000000000001,14,0,0,0,0,2,12961.889014892415,28166.785521078433,10792.922509337022,546.3247106228046
0.9000000000000001,15,0,0,0,0,2,16151.506355286481,1428.0680202802491,9381.708385246868,834.5343570357163
0.9000000000000001,16,0,0,0,0,2,28393.131348993913,6941.576727167212,10120.056690340907,7459.8104393034855
0.9000000000000001,17,0,0,0,0,2,20632.2981521855,6244.806921446062,12895.608974209292,1963.138356578424
0.9000000000000001,18,0,0,0,0,2,18987.85780877787,15759.255636972084,13339.696830240755,3303.6492066939863
0.9000000000000001,19,0,0,0,0,2,16615.510635313294,8266.29292554903,15505.88429963599,2642.0601732463238
0.9000000000000001,20,0,0,0,0,2,19335.05350508109,6364.922347206859,14678.641985946599,2018.3065581443038
0.9000000000000001,21,0,0,0,0,2,21643.98053124312,1231.5460301822332,18982.348924271573,606.8550539748092
0.9000000000000001,22,0,0,0,0,2,15520.317631105649,11708.991347933672,19724.910800198115,3812.5245898481853
0.9000000000000001,23,0,0,0,0,2,1786.2727590667255,12768.112426375621,9087.141918316134,1193.327750887227
0.9000000000000001,24,0,0,0,0,2,21136.90115403038,7595.486739061842,17478.567805293347,2037.391993843427
0.9000000000000001,25,0,0,0,0,2,15008.097096301122,1577.956662738004,12562.07647437754,2223.042678538084
0.9000000000000001,26,0,0,0,0,2,40811.913460799056,54783.990052285226,12495.48873102137,3609.5328228494254
0.9000000000000001,27,0,0,0,0,2,73373.98734873177,9841.851343786506,15430.364562630099,2102.7173255718835
0.9000000000000001,28,0,0,0,0,2,17594.251213893924,1288.9404872979217,14532.554040869018,1236.4441914202416
0.9000000000000001,29,0,0,0,0,2,23423.624361707138,9070.782899847687,11829.936791721511,2864.967545716615
0.9000000000000001,30,0,0,0,0,2,122677.0418973168,6932.5996619500875,16567.616032394246,2325.8477842612856
0.9000000000000001,31,0,0,0,0,2,19911.21656932454,1936.1886513086954,13087.859687039398,1064.5494270299046
0.9000000000000001,32,0,0,0,0,2,14296.282262118813,6354.103994294375,13921.857566925468,1370.8947333900278
0.9000000000000001,33,0,0,0,0,2,37140.88266639248,9804.727572019852,14562.57338491792,2684.2739662707972
0.9000000000000001,34,0,0,0,0,2,9828.559434022121,1131.1356816283571,10738.668511904301,1651.6313102548042
0.9000000000000001,35,0,0,0,0,2,22257.19728746443,4129.771686460803,12393.304889416399,3155.620783181316
0.9000000000000001,36,0,0,0,0,2,16246.32323685219,28097.797444231222,15329.185268997253,1878.1222812002634
0.9000000000000001,37,0,0,0,0,2,12707.074854376127,28276.894397975888,12030.019501500254,2395.1761312870876
0.9000000000000001,38,0,0,0,0,2,31188.558216007143,7372.860980822967,20174.55388661534,2483.9589042665825
0.9000000000000001,39,0,0,0,0,2,21628.652992296236,1417.7036035841988,19457.89664781113,158.9461956726425
