time,species,N,parm,parm_val,parm_val_char,parm_char
17,Annual infected biomass,203.78916546732512,g_I_S,1,1x,Mv germination virulence
18,Annual infected biomass,203.7892812771236,g_I_S,1,1x,Mv germination virulence
19,Annual infected biomass,203.78931772611065,g_I_S,1,1x,Mv germination virulence
20,Annual infected biomass,203.78932910989377,g_I_S,1,1x,Mv germination virulence
21,Annual infected biomass,203.78932449112446,g_I_S,1,1x,Mv germination virulence
22,Annual infected biomass,203.7893336698742,g_I_S,1,1x,Mv germination virulence
23,Annual infected biomass,203.78933402226798,g_I_S,1,1x,Mv germination virulence
24,Annual infected biomass,203.7893341149002,g_I_S,1,1x,Mv germination virulence
25,Annual infected biomass,203.78932630394303,g_I_S,1,1x,Mv germination virulence
1,Perennial first-year infected biomass,2.34970763042281,g_I_S,1,1x,Mv germination virulence
2,Perennial first-year infected biomass,2.3166406183913457,g_I_S,1,1x,Mv germination virulence
3,Perennial first-year infected biomass,2.1796376200565377,g_I_S,1,1x,Mv germination virulence
4,Perennial first-year infected biomass,1.7421660090686786,g_I_S,1,1x,Mv germination virulence
5,Perennial first-year infected biomass,0.9805249446856346,g_I_S,1,1x,Mv germination virulence
6,Perennial first-year infected biomass,0.39650658406160577,g_I_S,1,1x,Mv germination virulence
7,Perennial first-year infected biomass,0.13995318616174138,g_I_S,1,1x,Mv germination virulence
8,Perennial first-year infected biomass,0.04710693604158692,g_I_S,1,1x,Mv germination virulence
9,Perennial first-year infected biomass,0.015507656160746933,g_I_S,1,1x,Mv germination virulence
10,Perennial first-year infected biomass,0.005056657788307897,g_I_S,1,1x,Mv germination virulence
11,Perennial first-year infected biomass,0.0016431287456589087,g_I_S,1,1x,Mv germination virulence
12,Perennial first-year infected biomass,5.333222109130319e-4,g_I_S,1,1x,Mv germination virulence
13,Perennial first-year infected biomass,1.7304554823312774e-4,g_I_S,1,1x,Mv germination virulence
14,Perennial first-year infected biomass,5.6142233617159775e-5,g_I_S,1,1x,Mv germination virulence
15,Perennial first-year infected biomass,1.82141189575554e-5,g_I_S,1,1x,Mv germination virulence
16,Perennial first-year infected biomass,5.909139695435107e-6,g_I_S,1,1x,Mv germination virulence
17,Perennial first-year infected biomass,1.9170790405585704e-6,g_I_S,1,1x,Mv germination virulence
18,Perennial first-year infected biomass,6.219505035726026e-7,g_I_S,1,1x,Mv germination virulence
19,Perennial first-year infected biomass,2.0177702922485688e-7,g_I_S,1,1x,Mv germination virulence
20,Perennial first-year infected biomass,6.546176016691227e-8,g_I_S,1,1x,Mv germination virulence
21,Perennial first-year infected biomass,2.1237512411290865e-8,g_I_S,1,1x,Mv germination virulence
22,Perennial first-year infected biomass,6.890007013960605e-9,g_I_S,1,1x,Mv germination virulence
23,Perennial first-year infected biomass,2.235299196072798e-9,g_I_S,1,1x,Mv germination virulence
24,Perennial first-year infected biomass,7.25189771011171e-10,g_I_S,1,1x,Mv germination virulence
25,Perennial first-year infected biomass,2.352706001099865e-10,g_I_S,1,1x,Mv germination virulence
1,Perennial adult infected biomass,58.87415847768015,g_I_S,1,1x,Mv germination virulence
2,Perennial adult infected biomass,58.167024861907535,g_I_S,1,1x,Mv germination virulence
3,Perennial adult infected biomass,55.263325505688826,g_I_S,1,1x,Mv germination virulence
4,Perennial adult infected biomass,45.67896597754972,g_I_S,1,1x,Mv germination virulence
5,Perennial adult infected biomass,27.599116671334563,g_I_S,1,1x,Mv germination virulence
6,Perennial adult infected biomass,11.86473936157615,g_I_S,1,1x,Mv germination virulence
7,Perennial adult infected biomass,4.233676115111305,g_I_S,1,1x,Mv germination virulence
8,Perennial adult infected biomass,1.4112124210886374,g_I_S,1,1x,Mv germination virulence
9,Perennial adult infected biomass,0.460885539772327,g_I_S,1,1x,Mv germination virulence
10,Perennial adult infected biomass,0.14971174165143936,g_I_S,1,1x,Mv germination virulence
11,Perennial adult infected biomass,0.04857297864557872,g_I_S,1,1x,Mv germination virulence
12,Perennial adult infected biomass,0.015756401388856055,g_I_S,1,1x,Mv germination virulence
13,Perennial adult infected biomass,0.005111300330823411,g_I_S,1,1x,Mv germination virulence
14,Perennial adult infected biomass,0.0016581518421471574,g_I_S,1,1x,Mv germination virulence
15,Perennial adult infected biomass,5.379340068335561e-4,g_I_S,1,1x,Mv germination virulence
16,Perennial adult infected biomass,1.7451784102660918e-4,g_I_S,1,1x,Mv germination virulence
17,Perennial adult infected biomass,5.661787623595075e-5,g_I_S,1,1x,Mv germination virulence
18,Perennial adult infected biomass,1.836828491115274e-5,g_I_S,1,1x,Mv germination virulence
19,Perennial adult infected biomass,5.959148454042791e-6,g_I_S,1,1x,Mv germination virulence
20,Perennial adult infected biomass,1.9333035241042548e-6,g_I_S,1,1x,Mv germination virulence
21,Perennial adult infected biomass,6.272143227690668e-7,g_I_S,1,1x,Mv germination virulence
22,Perennial adult infected biomass,2.0348479350666235e-7,g_I_S,1,1x,Mv germination virulence
23,Perennial adult infected biomass,6.601581009271629e-8,g_I_S,1,1x,Mv germination virulence
24,Perennial adult infected biomass,2.1417262549595584e-8,g_I_S,1,1x,Mv germination virulence
25,Perennial adult infected biomass,6.948322280871528e-9,g_I_S,1,1x,Mv germination virulence
1,Conidia,1983.1450958772853,g_I_S,1,1x,Mv germination virulence
2,Conidia,2000.2628454934431,g_I_S,1,1x,Mv germination virulence
3,Conidia,2057.726972108135,g_I_S,1,1x,Mv germination virulence
4,Conidia,2292.2410924095443,g_I_S,1,1x,Mv germination virulence
5,Conidia,3055.420508983768,g_I_S,1,1x,Mv germination virulence
6,Conidia,4471.599447383764,g_I_S,1,1x,Mv germination virulence
7,Conidia,5684.329337091695,g_I_S,1,1x,Mv germination virulence
8,Conidia,6266.306028630468,g_I_S,1,1x,Mv germination virulence
9,Conidia,6480.225437182212,g_I_S,1,1x,Mv germination virulence
10,Conidia,6551.859160519581,g_I_S,1,1x,Mv germination virulence
11,Conidia,6575.160100572103,g_I_S,1,1x,Mv germination virulence
12,Conidia,6582.6719789244,g_I_S,1,1x,Mv germination virulence
13,Conidia,6585.084478574314,g_I_S,1,1x,Mv germination virulence
14,Conidia,6585.857118417117,g_I_S,1,1x,Mv germination virulence
15,Conidia,6586.103816553624,g_I_S,1,1x,Mv germination virulence
16,Conidia,6586.182282143036,g_I_S,1,1x,Mv germination virulence
17,Conidia,6586.207128458605,g_I_S,1,1x,Mv germination virulence
18,Conidia,6586.215212208046,g_I_S,1,1x,Mv germination virulence
19,Conidia,6586.217650100611,g_I_S,1,1x,Mv germination virulence
20,Conidia,6586.218402023359,g_I_S,1,1x,Mv germination virulence
21,Conidia,6586.218630642558,g_I_S,1,1x,Mv germination virulence
22,Conidia,6586.21841612434,g_I_S,1,1x,Mv germination virulence
23,Conidia,6586.218717365724,g_I_S,1,1x,Mv germination virulence
24,Conidia,6586.2187239107125,g_I_S,1,1x,Mv germination virulence
25,Conidia,6586.218725280622,g_I_S,1,1x,Mv germination virulence
1,Susceptible annual,10,g_I_S,1.7,1.7x,Mv germination virulence
2,Susceptible annual,34.54438314398269,g_I_S,1.7,1.7x,Mv germination virulence
3,Susceptible annual,118.54252705713344,g_I_S,1.7,1.7x,Mv germination virulence
4,Susceptible annual,396.02568038937,g_I_S,1.7,1.7x,Mv germination virulence
5,Susceptible annual,1218.6769410979823,g_I_S,1.7,1.7x,Mv germination virulence
6,Susceptible annual,3066.7496774849883,g_I_S,1.7,1.7x,Mv germination virulence
7,Susceptible annual,5605.641038339749,g_I_S,1.7,1.7x,Mv germination virulence
8,Susceptible annual,7639.629587603825,g_I_S,1.7,1.7x,Mv germination virulence
9,Susceptible annual,8755.896338288463,g_I_S,1.7,1.7x,Mv germination virulence
10,Susceptible annual,9259.681467579025,g_I_S,1.7,1.7x,Mv germination virulence
11,Susceptible annual,9468.394652297395,g_I_S,1.7,1.7x,Mv germination virulence
12,Susceptible annual,9551.977758994793,g_I_S,1.7,1.7x,Mv germination virulence
13,Susceptible annual,9585.03067978868,g_I_S,1.7,1.7x,Mv germination virulence
14,Susceptible annual,9598.043160642495,g_I_S,1.7,1.7x,Mv germination virulence
15,Susceptible annual,9603.15799730193,g_I_S,1.7,1.7x,Mv germination virulence
16,Susceptible annual,9605.167447560407,g_I_S,1.7,1.7x,Mv germination virulence
17,Susceptible annual,9605.956750814625,g_I_S,1.7,1.7x,Mv germination virulence
18,Susceptible annual,9606.266764067961,g_I_S,1.7,1.7x,Mv germination virulence
19,Susceptible annual,9606.388523110872,g_I_S,1.7,1.7x,Mv germination virulence
20,Susceptible annual,9606.43634325625,g_I_S,1.7,1.7x,Mv germination virulence
21,Susceptible annual,9606.455123885376,g_I_S,1.7,1.7x,Mv germination virulence
22,Susceptible annual,9606.462505567404,g_I_S,1.7,1.7x,Mv germination virulence
23,Susceptible annual,9606.465402303864,g_I_S,1.7,1.7x,Mv germination virulence
24,Susceptible annual,9606.466539775858,g_I_S,1.7,1.7x,Mv germination virulence
25,Susceptible annual,9606.466986456966,g_I_S,1.7,1.7x,Mv germination virulence
1,Infected annual,0,g_I_S,1.7,1.7x,Mv germination virulence
2,Infected annual,23.44311150836587,g_I_S,1.7,1.7x,Mv germination virulence
3,Infected annual,80.46650987507981,g_I_S,1.7,1.7x,Mv germination virulence
4,Infected annual,268.967204057183,g_I_S,1.7,1.7x,Mv germination virulence
5,Infected annual,828.129407244804,g_I_S,1.7,1.7x,Mv germination virulence
6,Infected annual,2081.3799593027957,g_I_S,1.7,1.7x,Mv germination virulence
7,Infected annual,3786.863642012513,g_I_S,1.7,1.7x,Mv germination virulence
8,Infected annual,5127.881959677485,g_I_S,1.7,1.7x,Mv germination virulence
9,Infected annual,5848.42274457117,g_I_S,1.7,1.7x,Mv germination virulence
10,Infected annual,6168.832952547422,g_I_S,1.7,1.7x,Mv germination virulence
11,Infected annual,6300.5787305503,g_I_S,1.7,1.7x,Mv germination virulence
12,Infected annual,6353.170355417056,g_I_S,1.7,1.7x,Mv germination virulence
13,Infected annual,6373.942156288235,g_I_S,1.7,1.7x,Mv germination virulence
14,Infected annual,6382.116049118212,g_I_S,1.7,1.7x,Mv germination virulence
15,Infected annual,6385.328432007511,g_I_S,1.7,1.7x,Mv germination virulence
16,Infected annual,6386.590385750459,g_I_S,1.7,1.7x,Mv germination virulence
17,Infected annual,6387.086058412181,g_I_S,1.7,1.7x,Mv germination virulence
18,Infected annual,6387.2807382051615,g_I_S,1.7,1.7x,Mv germination virulence
19,Infected annual,6387.35719793192,g_I_S,1.7,1.7x,Mv germination virulence
20,Infected annual,6387.387226430639,g_I_S,1.7,1.7x,Mv germination virulence
21,Infected annual,6387.3990194245,g_I_S,1.7,1.7x,Mv germination virulence
22,Infected annual,6387.403654934594,g_I_S,1.7,1.7x,Mv germination virulence
23,Infected annual,6387.405473685982,g_I_S,1.7,1.7x,Mv germination virulence
24,Infected annual,6387.406187893042,g_I_S,1.7,1.7x,Mv germination virulence
25,Infected annual,6387.406468355898,g_I_S,1.7,1.7x,Mv germination virulence
1,Annual,10,g_I_S,1.7,1.7x,Mv germination virulence
2,Annual,57.98749465234856,g_I_S,1.7,1.7x,Mv germination virulence
3,Annual,199.00903693221323,g_I_S,1.7,1.7x,Mv germination virulence
4,Annual,664.992884446553,g_I_S,1.7,1.7x,Mv germination virulence
5,Annual,2046.8063483427864,g_I_S,1.7,1.7x,Mv germination virulence
6,Annual,5148.129636787784,g_I_S,1.7,1.7x,Mv germination virulence
7,Annual,9392.504680352262,g_I_S,1.7,1.7x,Mv germination virulence
8,Annual,12767.511547281309,g_I_S,1.7,1.7x,Mv germination virulence
9,Annual,14604.319082859634,g_I_S,1.7,1.7x,Mv germination virulence
10,Annual,15428.514420126447,g_I_S,1.7,1.7x,Mv germination virulence
11,Annual,15768.973382847695,g_I_S,1.7,1.7x,Mv germination virulence
12,Annual,15905.14811441185,g_I_S,1.7,1.7x,Mv germination virulence
13,Annual,15958.972836076915,g_I_S,1.7,1.7x,Mv germination virulence
14,Annual,15980.159209760706,g_I_S,1.7,1.7x,Mv germination virulence
15,Annual,15988.486429309442,g_I_S,1.7,1.7x,Mv germination virulence
16,Annual,15991.757833310865,g_I_S,1.7,1.7x,Mv germination virulence
17,Annual,15993.042809226805,g_I_S,1.7,1.7x,Mv germination virulence
18,Annual,15993.547502273123,g_I_S,1.7,1.7x,Mv germination virulence
19,Annual,15993.745721042793,g_I_S,1.7,1.7x,Mv germination virulence
20,Annual,15993.823569686889,g_I_S,1.7,1.7x,Mv germination virulence
21,Annual,15993.854143309876,g_I_S,1.7,1.7x,Mv germination virulence
22,Annual,15993.866160501999,g_I_S,1.7,1.7x,Mv germination virulence
23,Annual,15993.870875989845,g_I_S,1.7,1.7x,Mv germination virulence
24,Annual,15993.8727276689,g_I_S,1.7,1.7x,Mv germination virulence
25,Annual,15993.873454812863,g_I_S,1.7,1.7x,Mv germination virulence
1,Perennial first-year,1189.4075986918406,g_I_S,1.7,1.7x,Mv germination virulence
2,Perennial first-year,1185.3132733586701,g_I_S,1.7,1.7x,Mv germination virulence
3,Perennial first-year,1175.0638884445934,g_I_S,1.7,1.7x,Mv germination virulence
4,Perennial first-year,1141.430308661999,g_I_S,1.7,1.7x,Mv germination virulence
5,Perennial first-year,1041.4394398272568,g_I_S,1.7,1.7x,Mv germination virulence
6,Perennial first-year,815.3573369239908,g_I_S,1.7,1.7x,Mv germination virulence
7,Perennial first-year,501.710265867916,g_I_S,1.7,1.7x,Mv germination virulence
8,Perennial first-year,247.94805512019485,g_I_S,1.7,1.7x,Mv germination virulence
9,Perennial first-year,107.65710518556669,g_I_S,1.7,1.7x,Mv germination virulence
10,Perennial first-year,44.03159257570997,g_I_S,1.7,1.7x,Mv germination virulence
11,Perennial first-year,17.58015132434791,g_I_S,1.7,1.7x,Mv germination virulence
12,Perennial first-year,6.956551811240991,g_I_S,1.7,1.7x,Mv germination virulence
13,Perennial first-year,2.7440802466706997,g_I_S,1.7,1.7x,Mv germination virulence
14,Perennial first-year,1.0812781323760807,g_I_S,1.7,1.7x,Mv germination virulence
15,Perennial first-year,0.4259204875303519,g_I_S,1.7,1.7x,Mv germination virulence
16,Perennial first-year,0.16775442225346207,g_I_S,1.7,1.7x,Mv germination virulence
17,Perennial first-year,0.06607036826506035,g_I_S,1.7,1.7x,Mv germination virulence
18,Perennial first-year,0.026021754785580928,g_I_S,1.7,1.7x,Mv germination virulence
19,Perennial first-year,0.010248637354910268,g_I_S,1.7,1.7x,Mv germination virulence
20,Perennial first-year,0.004036415657857656,g_I_S,1.7,1.7x,Mv germination virulence
21,Perennial first-year,0.0015897390865644303,g_I_S,1.7,1.7x,Mv germination virulence
22,Perennial first-year,6.261176467107064e-4,g_I_S,1.7,1.7x,Mv germination virulence
23,Perennial first-year,2.4659604592622487e-4,g_I_S,1.7,1.7x,Mv germination virulence
24,Perennial first-year,9.712170774876177e-5,g_I_S,1.7,1.7x,Mv germination virulence
25,Perennial first-year,3.8251329080478494e-5,g_I_S,1.7,1.7x,Mv germination virulence
1,Perennial adult,1000.0940337760189,g_I_S,1.7,1.7x,Mv germination virulence
2,Perennial adult,1000.0942606422007,g_I_S,1.7,1.7x,Mv germination virulence
3,Perennial adult,999.6093846301577,g_I_S,1.7,1.7x,Mv germination virulence
4,Perennial adult,997.9610335942737,g_I_S,1.7,1.7x,Mv germination virulence
5,Perennial adult,992.5220417720016,g_I_S,1.7,1.7x,Mv germination virulence
6,Perennial adult,976.0115237987146,g_I_S,1.7,1.7x,Mv germination virulence
7,Perennial adult,935.698185859927,g_I_S,1.7,1.7x,Mv germination virulence
8,Perennial adult,866.1905314401483,g_I_S,1.7,1.7x,Mv germination virulence
9,Perennial adult,779.2475161048043,g_I_S,1.7,1.7x,Mv germination virulence
10,Perennial adult,689.5459097159921,g_I_S,1.7,1.7x,Mv germination virulence
11,Perennial adult,605.2366088524889,g_I_S,1.7,1.7x,Mv germination virulence
12,Perennial adult,529.2461120859946,g_I_S,1.7,1.7x,Mv germination virulence
13,Perennial adult,462.0101177520035,g_I_S,1.7,1.7x,Mv germination virulence
14,Perennial adult,403.00643878538443,g_I_S,1.7,1.7x,Mv germination virulence
15,Perennial adult,351.41648864541014,g_I_S,1.7,1.7x,Mv germination virulence
16,Perennial adult,306.3828361704992,g_I_S,1.7,1.7x,Mv germination virulence
17,Perennial adult,267.10135572097073,g_I_S,1.7,1.7x,Mv germination virulence
18,Perennial adult,232.84875244910597,g_I_S,1.7,1.7x,Mv germination virulence
19,Perennial adult,202.98572064438667,g_I_S,1.7,1.7x,Mv germination virulence
20,Perennial adult,176.9514951115885,g_I_S,1.7,1.7x,Mv germination virulence
21,Perennial adult,154.25587348754812,g_I_S,1.7,1.7x,Mv germination virulence
22,Perennial adult,134.47099111150618,g_I_S,1.7,1.7x,Mv germination virulence
23,Perennial adult,117.22365054611264,g_I_S,1.7,1.7x,Mv germination virulence
24,Perennial adult,102.18843790258593,g_I_S,1.7,1.7x,Mv germination virulence
25,Perennial adult,89.08164448280408,g_I_S,1.7,1.7x,Mv germination virulence
1,Litter,142.79696011510308,g_I_S,1.7,1.7x,Mv germination virulence
2,Litter,143.5226122202304,g_I_S,1.7,1.7x,Mv germination virulence
3,Litter,145.55526458023405,g_I_S,1.7,1.7x,Mv germination virulence
4,Litter,152.16197322949122,g_I_S,1.7,1.7x,Mv germination virulence
5,Litter,172.11152687791474,g_I_S,1.7,1.7x,Mv germination virulence
6,Litter,219.68928446498268,g_I_S,1.7,1.7x,Mv germination virulence
7,Litter,294.75897652730714,g_I_S,1.7,1.7x,Mv germination virulence
8,Litter,370.82271496631904,g_I_S,1.7,1.7x,Mv germination virulence
9,Litter,426.68120681558673,g_I_S,1.7,1.7x,Mv germination virulence
10,Litter,460.4500250444188,g_I_S,1.7,1.7x,Mv germination virulence
11,Litter,478.6566138468065,g_I_S,1.7,1.7x,Mv germination virulence
12,Litter,487.8068621128018,g_I_S,1.7,1.7x,Mv germination virulence
13,Litter,492.1998809794551,g_I_S,1.7,1.7x,Mv germination virulence
14,Litter,494.2433885547465,g_I_S,1.7,1.7x,Mv germination virulence
15,Litter,495.17243119002103,g_I_S,1.7,1.7x,Mv germination virulence
16,Litter,495.58754966339325,g_I_S,1.7,1.7x,Mv germination virulence
17,Litter,495.77054117582884,g_I_S,1.7,1.7x,Mv germination virulence
18,Litter,495.8503358941981,g_I_S,1.7,1.7x,Mv germination virulence
19,Litter,495.88482253535255,g_I_S,1.7,1.7x,Mv germination virulence
20,Litter,495.8996170352254,g_I_S,1.7,1.7x,Mv germination virulence
21,Litter,495.9059239235879,g_I_S,1.7,1.7x,Mv germination virulence
22,Litter,495.9085990791258,g_I_S,1.7,1.7x,Mv germination virulence
23,Litter,495.90972803222985,g_I_S,1.7,1.7x,Mv germination virulence
24,Litter,495.91020251157033,g_I_S,1.7,1.7x,Mv germination virulence
25,Litter,495.9104012055344,g_I_S,1.7,1.7x,Mv germination virulence
1,Annual biomass,0.7494005387703446,g_I_S,1.7,1.7x,Mv germination virulence
2,Annual biomass,2.5717880973017047,g_I_S,1.7,1.7x,Mv germination virulence
3,Annual biomass,8.592270020564664,g_I_S,1.7,1.7x,Mv germination virulence
4,Annual biomass,26.432308470307028,g_I_S,1.7,1.7x,Mv germination virulence
5,Annual biomass,66.38142270450506,g_I_S,1.7,1.7x,Mv germination virulence
6,Annual biomass,120.72635742971892,g_I_S,1.7,1.7x,Mv germination virulence
7,Annual biomass,163.45397975996494,g_I_S,1.7,1.7x,Mv germination virulence
8,Annual biomass,186.41160093247996,g_I_S,1.7,1.7x,Mv germination virulence
9,Annual biomass,196.62041680542936,g_I_S,1.7,1.7x,Mv germination virulence
10,Annual biomass,200.8180856996747,g_I_S,1.7,1.7x,Mv germination virulence
11,Annual biomass,202.49376675371926,g_I_S,1.7,1.7x,Mv germination virulence
12,Annual biomass,203.1556063028678,g_I_S,1.7,1.7x,Mv germination virulence
13,Annual biomass,203.41604861622062,g_I_S,1.7,1.7x,Mv germination virulence
14,Annual biomass,203.518404810675,g_I_S,1.7,1.7x,Mv germination virulence
15,Annual biomass,203.55861485686174,g_I_S,1.7,1.7x,Mv germination virulence
16,Annual biomass,203.57440879685973,g_I_S,1.7,1.7x,Mv germination virulence
17,Annual biomass,203.580612068994,g_I_S,1.7,1.7x,Mv germination virulence
18,Annual biomass,203.58304840506653,g_I_S,1.7,1.7x,Mv germination virulence
19,Annual biomass,203.5840052523379,g_I_S,1.7,1.7x,Mv germination virulence
20,Annual biomass,203.58438103581193,g_I_S,1.7,1.7x,Mv germination virulence
21,Annual biomass,203.5845287473438,g_I_S,1.7,1.7x,Mv germination virulence
22,Annual biomass,203.58458670306328,g_I_S,1.7,1.7x,Mv germination virulence
23,Annual biomass,203.58460946199642,g_I_S,1.7,1.7x,Mv germination virulence
24,Annual biomass,203.58461839932897,g_I_S,1.7,1.7x,Mv germination virulence
25,Annual biomass,203.58462190877353,g_I_S,1.7,1.7x,Mv germination virulence
1,Perennial first-year biomass,2.35227829037446,g_I_S,1.7,1.7x,Mv germination virulence
2,Perennial first-year biomass,2.3289663869205923,g_I_S,1.7,1.7x,Mv germination virulence
3,Perennial first-year biomass,2.2496454618102573,g_I_S,1.7,1.7x,Mv germination virulence
4,Perennial first-year biomass,2.017274610346353,g_I_S,1.7,1.7x,Mv germination virulence
5,Perennial first-year biomass,1.5137239378810823,g_I_S,1.7,1.7x,Mv germination virulence
6,Perennial first-year biomass,0.8733647788136647,g_I_S,1.7,1.7x,Mv germination virulence
7,Perennial first-year biomass,0.4105915162251551,g_I_S,1.7,1.7x,Mv germination virulence
8,Perennial first-year biomass,0.17498116029174518,g_I_S,1.7,1.7x,Mv germination virulence
9,Perennial first-year biomass,0.07139840693465743,g_I_S,1.7,1.7x,Mv germination virulence
10,Perennial first-year biomass,0.02854868034778327,g_I_S,1.7,1.7x,Mv germination virulence
11,Perennial first-year biomass,0.01131287861278403,g_I_S,1.7,1.7x,Mv germination virulence
12,Perennial first-year biomass,0.004466218052617092,g_I_S,1.7,1.7x,Mv germination virulence
13,Perennial first-year biomass,0.001760624703156586,g_I_S,1.7,1.7x,Mv germination virulence
14,Perennial first-year biomass,6.936610545931507e-4,g_I_S,1.7,1.7x,Mv germination virulence
15,Perennial first-year biomass,2.732336551945997e-4,g_I_S,1.7,1.7x,Mv germination virulence
16,Perennial first-year biomass,1.0761819501278527e-4,g_I_S,1.7,1.7x,Mv germination virulence
17,Perennial first-year biomass,4.238614415739641e-5,g_I_S,1.7,1.7x,Mv germination virulence
18,Perennial first-year biomass,1.669387392592454e-5,g_I_S,1.7,1.7x,Mv germination virulence
19,Perennial first-year biomass,6.574889876617983e-6,g_I_S,1.7,1.7x,Mv germination virulence
20,Perennial first-year biomass,2.589519241567268e-6,g_I_S,1.7,1.7x,Mv germination virulence
21,Perennial first-year biomass,1.0198810551084824e-6,g_I_S,1.7,1.7x,Mv germination virulence
22,Perennial first-year biomass,4.0167963695831437e-7,g_I_S,1.7,1.7x,Mv germination virulence
23,Perennial first-year biomass,1.5820130838790655e-7,g_I_S,1.7,1.7x,Mv germination virulence
24,Perennial first-year biomass,6.230749809104345e-8,g_I_S,1.7,1.7x,Mv germination virulence
25,Perennial first-year biomass,2.4539773520884036e-8,g_I_S,1.7,1.7x,Mv germination virulence
1,Perennial adult biomass,58.97537058158521,g_I_S,1.7,1.7x,Mv germination virulence
2,Perennial adult biomass,58.454361288276786,g_I_S,1.7,1.7x,Mv germination virulence
3,Perennial adult biomass,56.739546727833556,g_I_S,1.7,1.7x,Mv germination virulence
4,Perennial adult biomass,51.646279103861694,g_I_S,1.7,1.7x,Mv germination virulence
5,Perennial adult biomass,40.168388136406435,g_I_S,1.7,1.7x,Mv germination virulence
6,Perennial adult biomass,24.393626151637037,g_I_S,1.7,1.7x,Mv germination virulence
7,Perennial adult biomass,11.86742578700579,g_I_S,1.7,1.7x,Mv germination virulence
8,Perennial adult biomass,5.094022121553229,g_I_S,1.7,1.7x,Mv germination virulence
9,Perennial adult biomass,2.0710350152990906,g_I_S,1.7,1.7x,Mv germination virulence
10,Perennial adult biomass,0.824771962369471,g_I_S,1.7,1.7x,Mv germination virulence
11,Perennial adult biomass,0.32604603297849116,g_I_S,1.7,1.7x,Mv germination virulence
12,Perennial adult biomass,0.12856663911203453,g_I_S,1.7,1.7x,Mv germination virulence
13,Perennial adult biomass,0.05065426264234212,g_I_S,1.7,1.7x,Mv germination virulence
14,Perennial adult biomass,0.01995214214091324,g_I_S,1.7,1.7x,Mv germination virulence
15,Perennial adult biomass,0.007858314164291119,g_I_S,1.7,1.7x,Mv germination virulence
16,Perennial adult biomass,0.003094998697933935,g_I_S,1.7,1.7x,Mv germination virulence
17,Perennial adult biomass,0.0012189611933619633,g_I_S,1.7,1.7x,Mv germination virulence
18,Perennial adult biomass,4.8008632509961645e-4,g_I_S,1.7,1.7x,Mv germination virulence
19,Perennial adult biomass,1.890815221333251e-4,g_I_S,1.7,1.7x,Mv germination virulence
20,Perennial adult biomass,7.44696087836993e-5,g_I_S,1.7,1.7x,Mv germination virulence
21,Perennial adult biomass,2.932980482933339e-5,g_I_S,1.7,1.7x,Mv germination virulence
22,Perennial adult biomass,1.1551525555011293e-5,g_I_S,1.7,1.7x,Mv germination virulence
23,Perennial adult biomass,4.549561584068082e-6,g_I_S,1.7,1.7x,Mv germination virulence
24,Perennial adult biomass,1.791842235806431e-6,g_I_S,1.7,1.7x,Mv germination virulence
25,Perennial adult biomass,7.057160553368676e-7,g_I_S,1.7,1.7x,Mv germination virulence
1,Annual susceptible biomass,0.0016180572049872,g_I_S,1.7,1.7x,Mv germination virulence
2,Annual susceptible biomass,0.0052442786237962835,g_I_S,1.7,1.7x,Mv germination virulence
3,Annual susceptible biomass,0.0147519177100488,g_I_S,1.7,1.7x,Mv germination virulence
4,Annual susceptible biomass,0.030398463637563822,g_I_S,1.7,1.7x,Mv germination virulence
5,Annual susceptible biomass,0.04173226387212026,g_I_S,1.7,1.7x,Mv germination virulence
6,Annual susceptible biomass,0.044061225181366126,g_I_S,1.7,1.7x,Mv germination virulence
7,Annual susceptible biomass,0.04344697890743987,g_I_S,1.7,1.7x,Mv germination virulence
8,Annual susceptible biomass,0.04291729539087896,g_I_S,1.7,1.7x,Mv germination virulence
9,Annual susceptible biomass,0.04269285777493792,g_I_S,1.7,1.7x,Mv germination virulence
10,Annual susceptible biomass,0.04261625788714696,g_I_S,1.7,1.7x,Mv germination virulence
11,Annual susceptible biomass,0.04259412096521942,g_I_S,1.7,1.7x,Mv germination virulence
12,Annual susceptible biomass,0.042589213534199644,g_I_S,1.7,1.7x,Mv germination virulence
13,Annual susceptible biomass,0.04258888956499618,g_I_S,1.7,1.7x,Mv germination virulence
14,Annual susceptible biomass,0.04258942225507667,g_I_S,1.7,1.7x,Mv germination virulence
15,Annual susceptible biomass,0.04258989616874942,g_I_S,1.7,1.7x,Mv germination virulence
16,Annual susceptible biomass,0.042590188007267216,g_I_S,1.7,1.7x,Mv germination virulence
17,Annual susceptible biomass,0.04259034470553047,g_I_S,1.7,1.7x,Mv germination virulence
18,Annual susceptible biomass,0.04259042297758242,g_I_S,1.7,1.7x,Mv germination virulence
19,Annual susceptible biomass,0.04259046036585801,g_I_S,1.7,1.7x,Mv germination virulence
20,Annual susceptible biomass,0.04259047769065205,g_I_S,1.7,1.7x,Mv germination virulence
21,Annual susceptible biomass,0.042590485237468556,g_I_S,1.7,1.7x,Mv germination virulence
22,Annual susceptible biomass,0.042590488737829446,g_I_S,1.7,1.7x,Mv germination virulence
23,Annual susceptible biomass,0.04259049027911033,g_I_S,1.7,1.7x,Mv germination virulence
24,Annual susceptible biomass,0.042590490949976356,g_I_S,1.7,1.7x,Mv germination virulence
